right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,right 20,right 21,right 22,right 23,right 24,left href 3,right 25,right 26
217,Andrej Kramarić,https://fbref.com/en/players/603cb947/Andrej-Kramaric,FW,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,33-022,1991,2.7,111,32,3,6,36,69,13,9,2,4,111,,67,5,55.6,2,22.2,,477,222,89,5,https://fbref.com/en/players/603cb947/matchlogs/2024/possession/Andrej-Kramaric-Match-Logs,7,2
218,Ladislav Krejčí,https://fbref.com/en/players/5b5c2228/Ladislav-Krejci,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,25-082,1999,3.0,169,0,22,65,82,23,8,2,0,0.0,169,50.0,101,1,590,412,6,0,2,1,105,,https://fbref.com/en/players/5b5c2228/matchlogs/2024/possession/Ladislav-Krejci-Match-Logs,,0
219,Toni Kroos,https://fbref.com/en/players/6ce1f46f/Toni-Kroos,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,34-189,1990,5.2,577,0,13,110,358,112,2,1,0,0.0,577,100.0,354,1,1567,814,2,,9,3,454,1,https://fbref.com/en/players/6ce1f46f/matchlogs/2024/possession/Toni-Kroos-Match-Logs,7,
220,Jan Kuchta,https://fbref.com/en/players/4bce9c16/Jan-Kuchta,FW,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,27-185,1997,1.1,22,0,2,7,6,10,1,11,0,0,22,,13,47,30,1,3,0,2,,,,https://fbref.com/en/players/4bce9c16/matchlogs/2024/possession/Jan-Kuchta-Match-Logs,0,0
221,Juraj Kucka,https://fbref.com/en/players/5aaef9ef/Juraj-Kucka,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,37-136,1987,3.9,158,0,7,33,69,57,7,4,0.0,10,158,,89,3,75.0,356,140,,3,4,111,1,https://fbref.com/en/players/5aaef9ef/matchlogs/2024/possession/Juraj-Kucka-Match-Logs,4,4
222,Jasmin Kurtić,https://fbref.com/en/players/144607cc/Jasmin-Kurtic,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,35-183,1989,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,0,https://fbref.com/en/players/144607cc/matchlogs/2024/possession/Jasmin-Kurtic-Match-Logs,0,0
223,Khvicha Kvaratskhelia,https://fbref.com/en/players/dea88efd/Khvicha-Kvaratskhelia,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-150,2001,3.8,130,19,2,19,50,68,11,30,6,5,130,,78,11,36.7,15,50.0,,743,400,89,16,https://fbref.com/en/players/dea88efd/matchlogs/2024/possession/Khvicha-Kvaratskhelia-Match-Logs,17,5
224,Nika Kvekveskiri,https://fbref.com/en/players/a5f35865/Nika-Kvekveskiri,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,32-043,1992,0.1,16,0,9,7,16,54,12,10,0,0,1,,16,1,0,0,,0,,0,,0,https://fbref.com/en/players/a5f35865/matchlogs/2024/possession/Nika-Kvekveskiri-Match-Logs,0,0
225,Giorgi Kvilitaia,https://fbref.com/en/players/c758cdaf/Giorgi-Kvilitaia,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,30-284,1993,2,4,0.0,2,4,1,9,1,1,0,0.0,0,100.0,3,0,0,0,,0,,0,3,0,https://fbref.com/en/players/c758cdaf/matchlogs/2024/possession/Giorgi-Kvilitaia-Match-Logs,0,0
226,Solomon Kvirkvelia,https://fbref.com/en/players/19e4dca5/Solomon-Kvirkvelia,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,32-156,1992,2.0,86,0,19,43,41,2,86,36,0,0,109,,44,46,1,0,,0,,0,,0,https://fbref.com/en/players/19e4dca5/matchlogs/2024/possession/Solomon-Kvirkvelia-Match-Logs,0,0
227,Qazim Laçi,https://fbref.com/en/players/eb0db257/Qazim-Laci,"MF,FW",al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,28-174,1996,1.8,72,0,6,25,27,20,5,1,0,0.0,72,100.0,39,1,146,59,2,,2,2,45,3,https://fbref.com/en/players/eb0db257/matchlogs/2024/possession/Qazim-Laci-Match-Logs,9,
228,Konrad Laimer,https://fbref.com/en/players/c1b7847c/Konrad-Laimer,"MF,FW",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,27-045,1997,3.0,152,10,3,21,72,59,8,4,1,4,152,,109,2,50.0,2,50.0,,555,305,108,7,https://fbref.com/en/players/c1b7847c/matchlogs/2024/possession/Konrad-Laimer-Match-Logs,9,2
229,Ádám Lang,https://fbref.com/en/players/8614496d/Adam-Lang,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-176,1993,0.5,25,0,3,14,9,2,25,10,0,0,32,,9,8,1,0,,0,,0,,0,https://fbref.com/en/players/8614496d/matchlogs/2024/possession/Adam-Lang-Match-Logs,0,0
230,Aymeric Laporte,https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,30-045,1994,4.8,442,0,40,138,251,54,5,1,0,0.0,442,100.0,316,1,1715,1165,9,0,10,3,343,1,https://fbref.com/en/players/119b9a8e/matchlogs/2024/possession/Aymeric-Laporte-Match-Logs,,
231,Robin Le Normand,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,27-243,1996,4.0,289,0,22,112,163,14,4,208,0,0,289,,228,919,450,1,3,0,2,1,,,https://fbref.com/en/players/9a64e67e/matchlogs/2024/possession/Robin-Le-Normand-Match-Logs,,0
232,Rafael Leão,https://fbref.com/en/players/20730eae/Rafael-Leao,FW,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,25-031,1999,3.2,141,0,6,55,82,17,141,26,32,2,7,,109,26.9,13,50.0,1098,,588,28,122,11,https://fbref.com/en/players/20730eae/matchlogs/2024/possession/Rafael-Leao-Match-Logs,11,4
233,Robert Lewandowski,https://fbref.com/en/players/8d78e732/Robert-Lewandowski,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,35-325,1988,1.3,44,0,4,9,22,13,3,6,0,,43,,26,3,50.0,2,33.3,0,109,39,30,3,https://fbref.com/en/players/8d78e732/matchlogs/2024/possession/Robert-Lewandowski-Match-Logs,5,0
234,Philipp Lienhart,https://fbref.com/en/players/302527b2/Philipp-Lienhart,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,28-000,1996,2.4,146,0,14,54,87,8,3,1,0,0.0,146,100.0,104,1,649,294,2,0,1,3,102,1,https://fbref.com/en/players/302527b2/matchlogs/2024/possession/Philipp-Lienhart-Match-Logs,,
235,Ondřej Lingr,https://fbref.com/en/players/66a7effe/Ondrej-Lingr,"MF,FW",cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,25-278,1998,0.9,40,0,1,2,9,29,5,1,,0.0,40,100.0,22,1,93,34,1,,1,1,25,3,https://fbref.com/en/players/66a7effe/matchlogs/2024/possession/Ondrej-Lingr-Match-Logs,1,6
236,Dominik Livaković,https://fbref.com/en/players/58f077c0/Dominik-Livakovic,GK,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,29-184,1995,3.0,101,0,88,101,101,234,156,52,0,0,1,,49,0,0,0,,0,,0,,0,https://fbref.com/en/players/58f077c0/matchlogs/2024/possession/Dominik-Livakovic-Match-Logs,0,0
237,Stanislav Lobotka,https://fbref.com/en/players/e1cbb531/Stanislav-Lobotka,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,29-229,1994,4.3,272,0,10,60,182,31,272,5,0,1,2,,184,40.0,1,20.0,971,,438,8,206,10,https://fbref.com/en/players/e1cbb531/matchlogs/2024/possession/Stanislav-Lobotka-Match-Logs,1,3
238,Saba Lobzhanidze,https://fbref.com/en/players/84d6ce13/Saba-Lobzhanidze,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,29-206,1994,0.1,5,0,3,3,2,2,5,2,0,0,14,,2,10,1,1,2,0,,,,0,https://fbref.com/en/players/84d6ce13/matchlogs/2024/possession/Saba-Lobzhanidze-Match-Logs,0,0
239,Luka Lochoshvili,https://fbref.com/en/players/c8ad0857/Luka-Lochoshvili,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,26-043,1998,1.9,78,0,8,41,27,12,2,2,0,0.0,78,0.0,33,154,82,1,2,0,1,1,33,2,https://fbref.com/en/players/c8ad0857/matchlogs/2024/possession/Luka-Lochoshvili-Match-Logs,,
240,Fermin López,https://fbref.com/en/players/c1fe5f0b/Fermin-Lopez,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,21-061,2003,0.3,19,0,3,6,10,3,19,2,0,0.0,2,100.0,9,39,7,1,1,0,1,,11,,https://fbref.com/en/players/c1fe5f0b/matchlogs/2024/possession/Fermin-Lopez-Match-Logs,0,0
241,Romelu Lukaku,https://fbref.com/en/players/5eae500a/Romelu-Lukaku,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,31-059,1993,4.0,84,19,3,6,23,57,23,5,4,3,84,,51,1,20.0,3,60.0,,257,150,64,6,https://fbref.com/en/players/5eae500a/matchlogs/2024/possession/Romelu-Lukaku-Match-Logs,3,4
242,Dodi Lukebakio,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio,"FW,DF",be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,26-291,1997,0.7,48,0,3,11,34,8,48,7,13,2,2,,29,28.6,5,71.4,131,,48,3,34,1,https://fbref.com/en/players/0c61c77c/matchlogs/2024/possession/Dodi-Lukebakio-Match-Logs,3,4
243,Saša Lukić,https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,27-333,1996,2.3,178,0,10,29,122,28,2,2,0,0.0,178,100.0,128,2,857,443,5,0,4,2,128,7,https://fbref.com/en/players/c6e8cf1f/matchlogs/2024/possession/Sasa-Lukic-Match-Logs,,
244,Andriy Lunin,https://fbref.com/en/players/3061e1ec/Andriy-Lunin,GK,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,25-151,1999,1.0,25,0,21,25,25,83,56,19,0,0,0,,14,0,0,0,,0,,0,,0,https://fbref.com/en/players/3061e1ec/matchlogs/2024/possession/Andriy-Lunin-Match-Logs,0,0
245,Mike Maignan,https://fbref.com/en/players/fcb38f57/Mike-Maignan,GK,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,29-008,1995,6.3,184,0,151,180,4,184,644,128,0,0,380,,101,1,0,0,,0,,0,,0,https://fbref.com/en/players/fcb38f57/matchlogs/2024/possession/Mike-Maignan-Match-Logs,0,0
246,Kobbie Mainoo,https://fbref.com/en/players/c6220452/Kobbie-Mainoo,MF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,19-083,2005,3.3,212,,3,25,110,79,8,2,,13,212,50.0,142,1,1,796,307,,6,6,174,1,https://fbref.com/en/players/c6220452/matchlogs/2024/possession/Kobbie-Mainoo-Match-Logs,3,2
247,Lovro Majer,https://fbref.com/en/players/fc46aab1/Lovro-Majer,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,26-176,1998,1.6,119,0,1,14,53,53,8,1,0,0.0,119,100.0,81,1,491,196,4,,6,5,95,1,https://fbref.com/en/players/fc46aab1/matchlogs/2024/possession/Lovro-Majer-Match-Logs,10,
248,Donyell Malen,https://fbref.com/en/players/116c35df/Donyell-Malen,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-184,1999,2.1,78,24,1,7,30,43,14,13,2,5,78,,59,9,69.2,3,23.1,,476,293,65,12,https://fbref.com/en/players/116c35df/matchlogs/2024/possession/Donyell-Malen-Match-Logs,5,6
249,Ruslan Malinovskyi,https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,31-068,1993,0.4,38,0,3,7,21,11,38,20,0,0,143,,19,108,1,2,1,0,,,,0,https://fbref.com/en/players/48d5bd33/matchlogs/2024/possession/Ruslan-Malinovskyi-Match-Logs,0,0
250,Giorgi Mamardashvili,https://fbref.com/en/players/d4b73232/Giorgi-Mamardashvili,GK,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-286,2000,4.0,143,0,131,143,143,318,211,53,0,0,0,,25,0,0,0,,0,,0,,0,https://fbref.com/en/players/d4b73232/matchlogs/2024/possession/Giorgi-Mamardashvili-Match-Logs,0,0
251,Dennis Man,https://fbref.com/en/players/2079b3cc/Dennis-Man,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-320,1998,3.0,107,0,7,31,71,11,107,9,19,3,4,,68,44.4,5,55.6,591,,225,5,73,3,https://fbref.com/en/players/2079b3cc/matchlogs/2024/possession/Dennis-Man-Match-Logs,2,6
252,Rey Manaj,https://fbref.com/en/players/7703afb6/Rey-Manaj,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,27-138,1997,1.7,48,0,1,7,25,16,4,27,0,0,48,,37,69,13,1,7,0,4,4,,,https://fbref.com/en/players/7703afb6/matchlogs/2024/possession/Rey-Manaj-Match-Logs,,0
253,Gianluca Mancini,https://fbref.com/en/players/5aa53281/Gianluca-Mancini,DF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,28-085,1996,1.0,73,0,11,24,45,4,73,60,0,0,361,,57,239,2,3,1,0,,,,0,https://fbref.com/en/players/5aa53281/matchlogs/2024/possession/Gianluca-Mancini-Match-Logs,0,0
254,Orel Mangala,https://fbref.com/en/players/a572e291/Orel-Mangala,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,26-115,1998,1.5,80,0,1,20,48,14,80,55,0,0,207,,63,94,2,2,,0,,0,,0,https://fbref.com/en/players/a572e291/matchlogs/2024/possession/Orel-Mangala-Match-Logs,0,0
255,Marius Marin,https://fbref.com/en/players/a5106847/Marius-Marin,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-316,1998,3.4,132,0,10,54,65,13,132,2,0,0.0,1,50.0,55,344,184,2,2,0,1,2,71,,https://fbref.com/en/players/a5106847/matchlogs/2024/possession/Marius-Marin-Match-Logs,,0
256,Răzvan Marin,https://fbref.com/en/players/7fac99d4/Razvan-Marin,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,28-049,1996,3.9,144,5,8,40,69,36,4,6,3,3,143,,73,2,33.3,4,66.7,,336,147,96,3,https://fbref.com/en/players/7fac99d4/matchlogs/2024/possession/Razvan-Marin-Match-Logs,2,1
257,Ádám Martin,https://fbref.com/en/players/9b8f61bd/Adam-Martin,"FW,DF",hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,29-248,1994,0.5,21,0,2,3,10,8,1,13,0,0,21,,15,46,19,1,2,0,,,,0,https://fbref.com/en/players/9b8f61bd/matchlogs/2024/possession/Adam-Martin-Match-Logs,0,0
258,Mykola Matviyenko,https://fbref.com/en/players/1adcf39e/Mykola-Matviyenko,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,28-070,1996,3.0,254,0,28,140,107,9,1,191,0,0,254,,201,1047,774,7,1,0,1,1,,1,https://fbref.com/en/players/1adcf39e/matchlogs/2024/possession/Mykola-Matviyenko-Match-Logs,,
259,Kylian Mbappé,https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-204,1998,5.2,238,55,1,11,59,169,39,34,6,6,237,,194,17,50.0,15,44.1,,1272,640,208,28,https://fbref.com/en/players/42fd9c7f/matchlogs/2024/possession/Kylian-Mbappe-Match-Logs,14,20
260,John McGinn,https://fbref.com/en/players/90f91999/John-McGinn,"MF,FW",sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,29-267,1994,2.6,57,0,5,32,22,1,57,7,9,5,4,,41,57.1,1,14.3,233,,99,2,49,3,https://fbref.com/en/players/90f91999/matchlogs/2024/possession/John-McGinn-Match-Logs,1,5
261,Callum McGregor,https://fbref.com/en/players/6800f515/Callum-McGregor,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,31-027,1993,2.7,139,0,3,22,100,19,2,93,0,0,139,,98,339,95,3,3,0,3,,,,https://fbref.com/en/players/6800f515/matchlogs/2024/possession/Callum-McGregor-Match-Logs,0,0
262,Scott McKenna,https://fbref.com/en/players/4e5a4cbc/Scott-McKenna,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-242,1996,1.5,108,0,13,46,52,11,4,66,0,0,108,,63,291,106,3,2,0,1,3,,,https://fbref.com/en/players/4e5a4cbc/matchlogs/2024/possession/Scott-McKenna-Match-Logs,,0
263,Kenny McLean,https://fbref.com/en/players/471f16b3/Kenny-McLean,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,32-185,1992,0.5,32,0,1,4,18,10,32,18,0,0,84,,19,35,1,1,1,0,,,,0,https://fbref.com/en/players/471f16b3/matchlogs/2024/possession/Kenny-McLean-Match-Logs,0,0
264,Scott McTominay,https://fbref.com/en/players/d93c2511/Scott-McTominay,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-216,1996,3.0,101,0,9,22,44,36,7,7,4,4,101,,55,2,28.6,2,28.6,,299,105,62,2,https://fbref.com/en/players/d93c2511/matchlogs/2024/possession/Scott-McTominay-Match-Logs,5,7
265,Anzor Mekvabishvili,https://fbref.com/en/players/6a7cd360/Anzor-Mekvabishvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-036,2001,2.1,115,0,6,31,68,17,3,66,0,0,115,,81,309,97,2,1,0,1,3,,4,https://fbref.com/en/players/6a7cd360/matchlogs/2024/possession/Anzor-Mekvabishvili-Match-Logs,,
266,Memphis,https://fbref.com/en/players/8f696594/Memphis,"FW,MF",nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,30-149,1994,5.1,218,0,6,86,128,29,218,17,30,8,6,,126,35.3,9,52.9,498,,198,6,153,3,https://fbref.com/en/players/8f696594/matchlogs/2024/possession/Memphis-Match-Logs,5,11
267,Nuno Mendes,https://fbref.com/en/players/f20e4cc9/Nuno-Mendes,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,22-022,2002,4.7,429,25,12,89,253,90,9,21,8,5,429,,277,7,33.3,14,66.7,,1332,803,316,11,https://fbref.com/en/players/f20e4cc9/matchlogs/2024/possession/Nuno-Mendes-Match-Logs,8,3
268,Mikel Merino,https://fbref.com/en/players/d080ed5e/Mikel-Merino,"MF,FW",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,28-019,1996,2.0,155,,5,29,83,44,5,2,,13,155,50.0,82,1,1,326,112,,2,3,116,1,https://fbref.com/en/players/d080ed5e/matchlogs/2024/possession/Mikel-Merino-Match-Logs,4,3
269,Valentin Mihaila,https://fbref.com/en/players/81a4c239/Valentin-Mihaila,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,24-160,2000,1.3,53,0,6,18,23,13,2,5,0,5,53,,24,1,20.0,4,80.0,,152,54,31,1,https://fbref.com/en/players/81a4c239/matchlogs/2024/possession/Valentin-Mihaila-Match-Logs,5,2
270,Srđan Mijailović,https://fbref.com/en/players/175bef1f/Srdjan-Mijailovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,30-244,1993,0.8,34,0,3,13,13,8,34,16,0,0,62,,17,27,1,1,1,0,2,,,,https://fbref.com/en/players/175bef1f/matchlogs/2024/possession/Srdjan-Mijailovic-Match-Logs,0,0
271,Georges Mikautadze,https://fbref.com/en/players/4788cb6b/Georges-Mikautadze,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-254,2000,3.8,111,0,11,64,41,9,109,19,16,3,7,,76,36.8,11,57.9,551,,180,4,81,10,https://fbref.com/en/players/4788cb6b/matchlogs/2024/possession/Georges-Mikautadze-Match-Logs,2,13
272,Nikola Milenković,https://fbref.com/en/players/bee704fc/Nikola-Milenkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,26-273,1997,3.0,250,0,29,137,108,6,1,186,0,0,250,,183,839,378,2,3,0,,,,0,https://fbref.com/en/players/bee704fc/matchlogs/2024/possession/Nikola-Milenkovic-Match-Logs,0,0
273,Sergej Milinković-Savić,https://fbref.com/en/players/4e6dbac4/Sergej-Milinkovic-Savic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,29-135,1995,1.3,94,0,3,10,56,28,6,2,,,94,50.0,68,1,1,378,189,,3,2,73,3,https://fbref.com/en/players/4e6dbac4/matchlogs/2024/possession/Sergej-Milinkovic-Savic-Match-Logs,2,7
274,Mario Mitaj,https://fbref.com/en/players/0bf123b6/Mario-Mitaj,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,20-340,2003,3.0,173,0,20,79,73,22,173,3,0,,3,,85,100.0,306,87,1,0.0,1,3,99,4,https://fbref.com/en/players/0bf123b6/matchlogs/2024/possession/Mario-Mitaj-Match-Logs,0,0
275,Aleksandar Mitrović,https://fbref.com/en/players/3925dbd6/Aleksandar-Mitrovic,FW,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,29-299,1994,2.7,89,0,2,8,45,36,14,4,0,10,89,,53,2,50.0,2,50.0,,194,42,63,2,https://fbref.com/en/players/3925dbd6/matchlogs/2024/possession/Aleksandar-Mitrovic-Match-Logs,8,5
276,Maximilian Mittelstädt,https://fbref.com/en/players/88d4144a/Maximilian-Mittelstadt,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-115,1997,3.4,251,0,8,44,111,96,10,3,0.0,,251,,150,2,66.7,648,337,0,8,7,177,3,https://fbref.com/en/players/88d4144a/matchlogs/2024/possession/Maximilian-Mittelstadt-Match-Logs,39,0
277,Filip Mladenović,https://fbref.com/en/players/a3eabee0/Filip-Mladenovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,32-331,1991,1.2,68,0,8,27,33,1,68,2,0,0.0,1,50.0,46,218,91,2,2,0,1,9,42,,https://fbref.com/en/players/a3eabee0/matchlogs/2024/possession/Filip-Mladenovic-Match-Logs,,0
278,Jan Mlakar,https://fbref.com/en/players/44d9bd5e/Jan-Mlakar,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,25-262,1998,3.3,90,5,12,28,35,27,3,4,2,4,90,,43,1,25.0,3,75.0,,254,129,51,4,https://fbref.com/en/players/44d9bd5e/matchlogs/2024/possession/Jan-Mlakar-Match-Logs,3,2
279,Jakub Moder,https://fbref.com/en/players/f230bc30/Jakub-Moder,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-095,1999,2.0,140,0,9,38,83,23,3,3,0.0,,140,,74,2,66.7,433,227,0,2,4,97,1,https://fbref.com/en/players/f230bc30/matchlogs/2024/possession/Jakub-Moder-Match-Logs,1,4
280,Luka Modrić,https://fbref.com/en/players/6025fab1/Luka-Modric,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,38-306,1985,2.6,241,0,22,134,86,5,240,4,0,,3,,155,75.0,883,494,11,0.0,7,1,182,4,https://fbref.com/en/players/6025fab1/matchlogs/2024/possession/Luka-Modric-Match-Logs,4,8
281,Vasile Mogos,https://fbref.com/en/players/5a8d43dd/Vasile-Mogos,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-254,1992,0.4,8,0,1,4,3,8,6,2,0,0,5,,3,1,1,0,,0,,0,,0,https://fbref.com/en/players/5a8d43dd/matchlogs/2024/possession/Vasile-Mogos-Match-Logs,0,0
282,Álvaro Morata,https://fbref.com/en/players/129af0db/Alvaro-Morata,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,31-262,1992,4.2,125,20,2,9,55,61,10,3,9,4,125,,69,1,33.3,2,66.7,,298,108,104,4,https://fbref.com/en/players/129af0db/matchlogs/2024/possession/Alvaro-Morata-Match-Logs,2,1
283,Lewis Morgan,https://fbref.com/en/players/b675e328/Lewis-Morgan,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-285,1996,1,4,0.0,2,1,1,4,11,2,0,0,5,,2,1,1,1,,0,,0,,0,https://fbref.com/en/players/b675e328/matchlogs/2024/possession/Lewis-Morgan-Match-Logs,0,0
284,Ernest Muçi,https://fbref.com/en/players/1f1229a9/Ernest-Muci,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,23-114,2001,0.2,9,0,2,4,3,9,37,5,0,0,7,,6,1,0,0,,0,,0,,0,https://fbref.com/en/players/1f1229a9/matchlogs/2024/possession/Ernest-Muci-Match-Logs,0,0
285,Mykhailo Mudryk,https://fbref.com/en/players/049a888d/Mykhailo-Mudryk,"FW,MF",ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,23-188,2001,1.9,66,0,2,11,13,44,10,8,16,1,66,,39,5,62.5,3,37.5,,425,289,42,11,https://fbref.com/en/players/049a888d/matchlogs/2024/possession/Mykhailo-Mudryk-Match-Logs,7,2
286,Mert Müldür,https://fbref.com/en/players/1295552e/Mert-Muldur,"DF,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,25-099,1999,3.8,216,0,13,55,103,60,2,5,13,1,216,,96,2,40.0,2,40.0,,619,435,127,11,https://fbref.com/en/players/1295552e/matchlogs/2024/possession/Mert-Muldur-Match-Logs,6,6
287,Thomas Müller,https://fbref.com/en/players/3c6089ab/Thomas-Muller,"MF,FW",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,34-302,1989,0.6,36,0,5,10,21,6,36,1,0,0.0,1,100.0,16,62,39,2,1,0,8,,25,,https://fbref.com/en/players/3c6089ab/matchlogs/2024/possession/Thomas-Muller-Match-Logs,0,0
288,Jamal Musiala,https://fbref.com/en/players/2c0558b8/Jamal-Musiala,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,21-136,2003,4.7,246,34,2,18,103,128,26,35,10,10,246,,173,13,37.1,16,45.7,,1253,677,193,28,https://fbref.com/en/players/2c0558b8/matchlogs/2024/possession/Jamal-Musiala-Match-Logs,16,13
289,Phillipp Mwene,https://fbref.com/en/players/2ff76adc/Phillipp-Mwene,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,30-164,1994,2.2,138,0,5,32,53,55,138,2,0,,1,50.0,83,1,309,146,6,0,6,4,79,18,https://fbref.com/en/players/2ff76adc/matchlogs/2024/possession/Phillipp-Mwene-Match-Logs,,
