right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,left href 3,right 19
473,Maximilian Wöber,https://fbref.com/en/players/4b803b3c/Maximilian-Wober,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,26-158,1998,1.9,4,3,2,2,0,2,3,66.7,0,3,,1,4,2,6,8,https://fbref.com/en/players/4b803b3c/matchlogs/2024/defense/Maximilian-Wober-Match-Logs,1
474,Granit Xhaka,https://fbref.com/en/players/e61b8aee/Granit-Xhaka,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,31-288,1992,5.3,8,5,3,4,0,4,1,15,,5,9,6,1,66.7,1,4,https://fbref.com/en/players/e61b8aee/matchlogs/2024/defense/Granit-Xhaka-Match-Logs,2
475,Lamine Yamal,https://fbref.com/en/players/82ec26c1/Lamine-Yamal,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,16-364,2007,4.6,10,6,5,4,0,4,1,,0,5,1,8,3,50.0,13,5,https://fbref.com/en/players/82ec26c1/matchlogs/2024/defense/Lamine-Yamal-Match-Logs,4
476,Roman Yaremchuk,https://fbref.com/en/players/cb641b9d/Roman-Yaremchuk,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,28-227,1995,1.3,1,2,2,1,0,0,1,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/cb641b9d/matchlogs/2024/defense/Roman-Yaremchuk-Match-Logs,0
477,Andriy Yarmolenko,https://fbref.com/en/players/849c826a/Andriy-Yarmolenko,"FW,MF",ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,34-262,1989,1.2,2,2,1,1,0,1,3,33.3,0,1,0,2,1,1,0,,https://fbref.com/en/players/849c826a/matchlogs/2024/defense/Andriy-Yarmolenko-Match-Logs,3
478,Yusuf Yazıcı,https://fbref.com/en/players/f5c8b425/Yusuf-Yazici,"MF,FW",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,27-164,1997,0.6,1,1,1,3,0,1,2,33.3,0,0,0,1,0,,0,0,https://fbref.com/en/players/f5c8b425/matchlogs/2024/defense/Yusuf-Yazici-Match-Logs,0
479,Kenan Yıldız,https://fbref.com/en/players/d8cda243/Kenan-Yildiz,"FW,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,19-068,2005,3.8,3,2,2,1,0,2,2,100.0,0,4,0,4,0,3,0,,https://fbref.com/en/players/d8cda243/matchlogs/2024/defense/Kenan-Yildiz-Match-Logs,2
480,Okay Yokuşlu,https://fbref.com/en/players/e49ce451/Okay-Yokuslu,"MF,DF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,30-124,1994,0.6,2,1,1,1,0,2,1,0.0,0,2,0,1,0,2,,4,https://fbref.com/en/players/e49ce451/matchlogs/2024/defense/Okay-Yokuslu-Match-Logs,4
481,İsmail Yüksek,https://fbref.com/en/players/6c5af908/Ismail-Yuksek,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,25-167,1999,1.7,6,2,2,3,0,3,1,4,,2,7,5,1,60.0,1,1,https://fbref.com/en/players/6c5af908/matchlogs/2024/defense/Ismail-Yuksek-Match-Logs,2
482,Illia Zabarnyi,https://fbref.com/en/players/88968486/Illia-Zabarnyi,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,21-314,2002,3.0,4,3,4,2,0,1,1,50.0,0,2,0,2,1,5,0,,https://fbref.com/en/players/88968486/matchlogs/2024/defense/Illia-Zabarnyi-Match-Logs,7
483,Mattia Zaccagni,https://fbref.com/en/players/d85c238b/Mattia-Zaccagni,"MF,FW",it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,29-025,1995,0.9,1,1,1,1,0,1,1,0.0,0,1,0,2,0,,0,0,https://fbref.com/en/players/d85c238b/matchlogs/2024/defense/Mattia-Zaccagni-Match-Logs,0
484,Denis Zakaria,https://fbref.com/en/players/384d58d9/Denis-Zakaria,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,27-234,1996,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/384d58d9/matchlogs/2024/defense/Denis-Zakaria-Match-Logs,0
485,Nicola Zalewski,https://fbref.com/en/players/45191c29/Nicola-Zalewski,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,22-170,2002,2.7,3,1,2,1,0,1,5,,0,2,4,20.0,2,4,5,1,https://fbref.com/en/players/45191c29/matchlogs/2024/defense/Nicola-Zalewski-Match-Logs,1
486,Piotr Zieliński,https://fbref.com/en/players/a5296e55/Piotr-Zielinski,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,30-052,1994,2.8,4,2,2,4,0,2,2,0.0,0,0,0,3,0,,0,0,https://fbref.com/en/players/a5296e55/matchlogs/2024/defense/Piotr-Zielinski-Match-Logs,0
487,Oleksandr Zinchenko,https://fbref.com/en/players/51cf8561/Oleksandr-Zinchenko,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-209,1996,2.4,6,5,4,1,0,4,1,4,,4,7,8,1,50.0,3,1,https://fbref.com/en/players/51cf8561/matchlogs/2024/defense/Oleksandr-Zinchenko-Match-Logs,4
488,Joshua Zirkzee,https://fbref.com/en/players/028e70b9/Joshua-Zirkzee,"FW,DF",nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-050,2001,0.1,1,1,1,1,0,0,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/028e70b9/matchlogs/2024/defense/Joshua-Zirkzee-Match-Logs,0
489,Andrija Živković,https://fbref.com/en/players/321f83a2/Andrija-Zivkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,28-000,1996,2.7,2,2,2,2,0,1,1,50.0,0,3,0,3,0,2,0,,https://fbref.com/en/players/321f83a2/matchlogs/2024/defense/Andrija-Zivkovic-Match-Logs,5
490,Budu Zivzivadze,https://fbref.com/en/players/e3a72b89/Budu-Zivzivadze,"FW,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,30-123,1994,0.2,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/e3a72b89/matchlogs/2024/defense/Budu-Zivzivadze-Match-Logs,0
491,Steven Zuber,https://fbref.com/en/players/b6a6e0a7/Steven-Zuber,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-329,1991,0.9,0,1,1,0,0,0,0,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/b6a6e0a7/matchlogs/2024/defense/Steven-Zuber-Match-Logs,0
492,Martín Zubimendi,https://fbref.com/en/players/3ee0dd59/Martin-Zubimendi,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,25-160,1999,1.1,5,3,2,2,0,2,1,,0,1,0,4,0,50.0,5,1,https://fbref.com/en/players/3ee0dd59/matchlogs/2024/defense/Martin-Zubimendi-Match-Logs,2
493,Oleksandr Zubkov,https://fbref.com/en/players/adfbe1f5/Oleksandr-Zubkov,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-343,1996,0.3,1,1,3,3,0,1,1,0.0,0,0,0,1,0,1,0,0,https://fbref.com/en/players/adfbe1f5/matchlogs/2024/defense/Oleksandr-Zubkov-Match-Logs,
