right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,left href 3,right 19
157,Nemanja Gudelj,https://fbref.com/en/players/0076ab7f/Nemanja-Gudelj,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,32-238,1991,1.0,1,1,1,2,0,1,1,100.0,0,1,0,0,0,,0,0,https://fbref.com/en/players/0076ab7f/matchlogs/2024/defense/Nemanja-Gudelj-Match-Logs,0
158,Marc Guéhi,https://fbref.com/en/players/d0706b27/Marc-Guehi,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,23-364,2000,5.3,2,2,1,1,0,8,1,0.0,0,2,,1,0,5,8,4,https://fbref.com/en/players/d0706b27/matchlogs/2024/defense/Marc-Guehi-Match-Logs,3
159,Péter Gulácsi,https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi,GK,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,34-066,1990,3.0,0,1,1,3,0,0,0,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/bcb2ccd8/matchlogs/2024/defense/Peter-Gulacsi-Match-Logs,0
160,Arda Güler,https://fbref.com/en/players/3741ca58/Arda-Guler,"FW,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,19-137,2005,3.8,9,5,5,2,0,7,2,,0,3,0,11,0,63.6,0,12,https://fbref.com/en/players/3741ca58/matchlogs/2024/defense/Arda-Guler-Match-Logs,4
161,İlkay Gündoğan,https://fbref.com/en/players/819b3158/Ilkay-Gundogan,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,33-261,1990,4.3,5,4,1,3,0,1,1,0.0,0,0,0,2,0,2,0,,https://fbref.com/en/players/819b3158/matchlogs/2024/defense/Ilkay-Gundogan-Match-Logs,6
162,Angus Gunn,https://fbref.com/en/players/e082af5b/Angus-Gunn,GK,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,28-171,1996,3.0,0,4,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/e082af5b/matchlogs/2024/defense/Angus-Gunn-Match-Logs,0
163,Mert Günok,https://fbref.com/en/players/b583aef5/Mert-Gunok,GK,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,35-132,1989,4.0,0,1,2,0,0,0,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/b583aef5/matchlogs/2024/defense/Mert-Gunok-Match-Logs,0
164,Joško Gvardiol,https://fbref.com/en/players/5ad50391/Josko-Gvardiol,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,22-170,2002,3.0,5,3,3,1,0,2,1,4,,2,10,4,5,50.0,1,1,https://fbref.com/en/players/5ad50391/matchlogs/2024/defense/Josko-Gvardiol-Match-Logs,2
165,Giorgi Gwelesiani,https://fbref.com/en/players/48803de8/Giorgi-Gwelesiani,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,33-067,1991,1.8,3,3,3,5,0,3,60.0,,0,3,0,2,2,3,1,15,https://fbref.com/en/players/48803de8/matchlogs/2024/defense/Giorgi-Gwelesiani-Match-Logs,5
166,Norbert Gyömbér,https://fbref.com/en/players/0be276c6/Norbert-Gyomber,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,32-008,1992,0.4,1,1,2,0,0,0,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/0be276c6/matchlogs/2024/defense/Norbert-Gyomber-Match-Logs,0
167,Ianis Hagi,https://fbref.com/en/players/0127419a/Ianis-Hagi,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-263,1998,2.1,5,3,2,1,0,2,2,,0,1,4,4,0,50.0,5,1,https://fbref.com/en/players/0127419a/matchlogs/2024/defense/Ianis-Hagi-Match-Logs,2
168,Dávid Hancko,https://fbref.com/en/players/4fac8f81/David-Hancko,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,26-211,1997,4.1,10,5,6,4,0,4,11,,0,7,10,36.4,3,7,13,5,https://fbref.com/en/players/4fac8f81/matchlogs/2024/defense/David-Hancko-Match-Logs,2
169,Grant Hanley,https://fbref.com/en/players/e9254eec/Grant-Hanley,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,32-234,1991,2.5,2,1,1,1,0,2,1,,0,1,0,3,0,11,0,0,https://fbref.com/en/players/e9254eec/matchlogs/2024/defense/Grant-Hanley-Match-Logs,
170,Lukáš Haraslín,https://fbref.com/en/players/5c397195/Lukas-Haraslin,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,28-046,1996,2.9,4,4,2,1,0,4,1,,0,1,5,6,3,66.7,7,1,https://fbref.com/en/players/5c397195/matchlogs/2024/defense/Lukas-Haraslin-Match-Logs,2
171,Kai Havertz,https://fbref.com/en/players/fed7cb61/Kai-Havertz,"FW,MF",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,25-030,1999,4.3,2,1,1,1,0,2,2,100.0,0,4,0,4,0,2,0,,https://fbref.com/en/players/fed7cb61/matchlogs/2024/defense/Kai-Havertz-Match-Logs,8
172,Jack Hendry,https://fbref.com/en/players/ffed43e3/Jack-Hendry,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,29-065,1995,2.9,2,1,1,1,0,2,2,100.0,0,2,0,2,1,3,0,,https://fbref.com/en/players/ffed43e3/matchlogs/2024/defense/Jack-Hendry-Match-Logs,10
173,Benjamin Henrichs,https://fbref.com/en/players/0a89e877/Benjamin-Henrichs,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-139,1997,0.1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/0a89e877/matchlogs/2024/defense/Benjamin-Henrichs-Match-Logs,0
174,Theo Hernández,https://fbref.com/en/players/d4c9725f/Theo-Hernandez,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,26-279,1997,6.3,10,6,7,2,2,6,1,12,,6,13,9,3,66.7,1,5,https://fbref.com/en/players/d4c9725f/matchlogs/2024/defense/Theo-Hernandez-Match-Logs,3
175,Morten Hjulmand,https://fbref.com/en/players/d4456fb3/Morten-Hjulmand,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,25-016,1999,2.7,3,1,1,2,0,2,5,1,,3,3,40.0,1,3,4,2,https://fbref.com/en/players/d4456fb3/matchlogs/2024/defense/Morten-Hjulmand-Match-Logs,1
176,Adam Hložek,https://fbref.com/en/players/5521f419/Adam-Hlozek,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,21-352,2002,1.2,1,1,1,1,0,1,2,0.0,0,0,0,1,0,,0,0,https://fbref.com/en/players/5521f419/matchlogs/2024/defense/Adam-Hlozek-Match-Logs,0
177,Tomáš Holeš,https://fbref.com/en/players/e03c2d97/Tomas-Holes,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,31-102,1993,3.0,10,5,5,3,0,7,2,12,,4,12,10,2,70.0,2,2,https://fbref.com/en/players/e03c2d97/matchlogs/2024/defense/Tomas-Holes-Match-Logs,3
178,Arbër Hoxha,https://fbref.com/en/players/e210a2c7/Arber-Hoxha,"FW,MF",al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,25-279,1998,0.6,2,2,1,1,0,2,2,100.0,0,0,0,2,0,,0,0,https://fbref.com/en/players/e210a2c7/matchlogs/2024/defense/Arber-Hoxha-Match-Logs,0
179,Robin Hranáč,https://fbref.com/en/players/95d5aea2/Robin-Hranac,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,24-164,2000,3.0,2,1,1,1,0,2,2,100.0,0,3,,1,0,2,1,12,https://fbref.com/en/players/95d5aea2/matchlogs/2024/defense/Robin-Hranac-Match-Logs,2
180,Elseid Hysaj,https://fbref.com/en/players/2f3452eb/Elseid-Hysaj,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,30-142,1994,2.0,1,1,1,5,0,1,20.0,,0,3,0,4,0,2,2,1,https://fbref.com/en/players/2f3452eb/matchlogs/2024/defense/Elseid-Hysaj-Match-Logs,1
181,Pierre Højbjerg,https://fbref.com/en/players/8b04d6c1/Pierre-Hojbjerg,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,28-341,1995,3.9,10,7,5,5,0,7,13,,0,5,0,53.8,3,6,5,13,https://fbref.com/en/players/8b04d6c1/matchlogs/2024/defense/Pierre-Hojbjerg-Match-Logs,5
182,Rasmus Højlund,https://fbref.com/en/players/491a433d/Rasmus-Hojlund,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,21-158,2003,3.2,3,1,1,2,0,1,4,,0,1,0,25.0,0,3,0,1,https://fbref.com/en/players/491a433d/matchlogs/2024/defense/Rasmus-Hojlund-Match-Logs,4
183,Ivan Ilić,https://fbref.com/en/players/bb376bed/Ivan-Ilic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,23-116,2001,2.2,6,4,4,1,0,3,1,100.0,,4,1,3,0,3,3,6,https://fbref.com/en/players/bb376bed/matchlogs/2024/defense/Ivan-Ilic-Match-Logs,1
184,Josip Iličić,https://fbref.com/en/players/68252d6d/Josip-Ilicic,"FW,MF",si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,36-164,1988,0.3,2,1,1,1,0,1,1,100.0,0,0,0,2,0,,0,0,https://fbref.com/en/players/68252d6d/matchlogs/2024/defense/Josip-Ilicic-Match-Logs,0
185,Gonçalo Inácio,https://fbref.com/en/players/33651873/Goncalo-Inacio,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,22-321,2001,1.3,2,2,1,1,0,2,5,,0,6,0,40.0,1,3,5,3,https://fbref.com/en/players/33651873/matchlogs/2024/defense/Goncalo-Inacio-Match-Logs,6
186,Luka Ivanušec,https://fbref.com/en/players/29fbdc88/Luka-Ivanusec,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,25-228,1998,0.2,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/29fbdc88/matchlogs/2024/defense/Luka-Ivanusec-Match-Logs,0
187,Erik Janža,https://fbref.com/en/players/961f9f1c/Erik-Janza,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,31-020,1993,3.0,4,4,3,1,0,1,5,,0,1,0,20.0,2,4,8,6,https://fbref.com/en/players/961f9f1c/matchlogs/2024/defense/Erik-Janza-Match-Logs,1
188,Jorginho,https://fbref.com/en/players/45db685d/Jorginho,MF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,32-204,1991,2.4,6,2,6,8,0,3,37.5,,0,3,0,5,4,3,0,1,https://fbref.com/en/players/45db685d/matchlogs/2024/defense/Jorginho-Match-Logs,10
189,Joselu,https://fbref.com/en/players/6265208f/Joselu,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,34-106,1990,1.0,1,1,1,1,0,0,3,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/6265208f/matchlogs/2024/defense/Joselu-Match-Logs,0
190,Diogo Jota,https://fbref.com/en/players/178ae8f8/Diogo-Jota,"FW,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,27-220,1996,1.1,3,2,2,1,0,1,1,,0,0,0,3,0,,0,0,https://fbref.com/en/players/178ae8f8/matchlogs/2024/defense/Diogo-Jota-Match-Logs,0
191,Luka Jović,https://fbref.com/en/players/4d8cd038/Luka-Jovic,"MF,FW",rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,26-201,1997,1.1,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/4d8cd038/matchlogs/2024/defense/Luka-Jovic-Match-Logs,0
192,Josip Juranović,https://fbref.com/en/players/0a084b35/Josip-Juranovic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,28-330,1995,1.0,3,3,1,2,0,2,3,66.7,0,1,0,1,1,1,,1,https://fbref.com/en/players/0a084b35/matchlogs/2024/defense/Josip-Juranovic-Match-Logs,4
193,David Jurásek,https://fbref.com/en/players/d7a03bf3/David-Jurasek,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,23-339,2000,1.8,3,2,2,1,0,2,5,,0,1,0,40.0,1,3,2,4,https://fbref.com/en/players/d7a03bf3/matchlogs/2024/defense/David-Jurasek-Match-Logs,1
194,Matěj Jurásek,https://fbref.com/en/players/742ea558/Matej-Jurasek,"DF,MF",cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,20-316,2003,0.5,2,1,1,1,0,2,4,,0,0,0,50.0,0,2,0,1,https://fbref.com/en/players/742ea558/matchlogs/2024/defense/Matej-Jurasek-Match-Logs,2
195,Ferdi Kadioglu,https://fbref.com/en/players/66c52a77/Ferdi-Kadioglu,"DF,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,24-278,1999,5.0,18,12,9,7,0,10,2,10,,5,25,13,7,76.9,4,1,https://fbref.com/en/players/66c52a77/matchlogs/2024/defense/Ferdi-Kadioglu-Match-Logs,3
196,İrfan Kahveci,https://fbref.com/en/players/d2800f47/Irfan-Kahveci,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,28-362,1995,0.1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/d2800f47/matchlogs/2024/defense/Irfan-Kahveci-Match-Logs,0
197,Otar Kakabadze,https://fbref.com/en/players/2ea12fc4/Otar-Kakabadze,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,29-014,1995,4.0,12,8,10,1,0,10,1,8,,3,16,18,4,55.6,2,1,https://fbref.com/en/players/2ea12fc4/matchlogs/2024/defense/Otar-Kakabadze-Match-Logs,8
198,Harry Kane,https://fbref.com/en/players/21a66f6a/Harry-Kane,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-349,1993,6.0,4,3,2,2,0,1,3,33.3,0,1,0,2,1,1,0,,https://fbref.com/en/players/21a66f6a/matchlogs/2024/defense/Harry-Kane-Match-Logs,5
199,N'Golo Kanté,https://fbref.com/en/players/b9fbae28/NGolo-Kante,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,33-104,1991,5.7,12,9,6,3,0,4,3,7,,6,18,5,6,80.0,5,1,https://fbref.com/en/players/b9fbae28/matchlogs/2024/defense/NGolo-Kante-Match-Logs,1
200,Žan Karničnik,https://fbref.com/en/players/b11b006c/Zan-Karnicnik,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,29-297,1994,4.3,8,4,7,1,0,7,12,,0,5,11,58.3,8,5,16,2,https://fbref.com/en/players/b11b006c/matchlogs/2024/defense/Zan-Karnicnik-Match-Logs,3
201,Guram Kashia,https://fbref.com/en/players/a81f4896/Guram-Kashia,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,37-007,1987,4.0,7,4,5,2,0,4,4,,0,13,1,100.0,1,12,31,8,https://fbref.com/en/players/a81f4896/matchlogs/2024/defense/Guram-Kashia-Match-Logs,1
202,Milos Kerkez,https://fbref.com/en/players/0ad53bdc/Milos-Kerkez,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,20-247,2003,2.6,4,2,3,1,0,3,5,,0,0,0,60.0,0,2,1,7,https://fbref.com/en/players/0ad53bdc/matchlogs/2024/defense/Milos-Kerkez-Match-Logs,4
203,Semih Kılıçsoy,https://fbref.com/en/players/3064f033/Semih-Kilicsoy,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,18-331,2005,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/3064f033/matchlogs/2024/defense/Semih-Kilicsoy-Match-Logs,0
204,Joshua Kimmich,https://fbref.com/en/players/49296448/Joshua-Kimmich,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,29-154,1995,5.3,7,4,5,2,0,4,12,,0,6,6,33.3,6,8,13,4,https://fbref.com/en/players/49296448/matchlogs/2024/defense/Joshua-Kimmich-Match-Logs,2
205,Otar Kiteishvili,https://fbref.com/en/players/fc9b373e/Otar-Kiteishvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,28-107,1996,1.4,4,4,4,6,0,2,33.3,,0,3,0,4,0,1,3,4,https://fbref.com/en/players/fc9b373e/matchlogs/2024/defense/Otar-Kiteishvili-Match-Logs,2
206,Jakub Kiwior,https://fbref.com/en/players/dc3e663e/Jakub-Kiwior,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,24-147,2000,3.0,7,4,6,1,0,3,5,,0,4,9,60.0,5,2,12,2,https://fbref.com/en/players/dc3e663e/matchlogs/2024/defense/Jakub-Kiwior-Match-Logs,2
207,László Kleinheisler,https://fbref.com/en/players/af8e4246/Laszlo-Kleinheisler,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,30-094,1994,0.6,0,1,1,0,0,0,0,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/af8e4246/matchlogs/2024/defense/Laszlo-Kleinheisler-Match-Logs,0
208,Giorgi Kochorashvili,https://fbref.com/en/players/3da1b6ed/Giorgi-Kochorashvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,25-012,1999,4.0,9,5,5,4,0,5,6,1,,6,6,83.3,5,1,14,2,https://fbref.com/en/players/3da1b6ed/matchlogs/2024/defense/Giorgi-Kochorashvili-Match-Logs,4
209,Orkun Kökçü,https://fbref.com/en/players/9bf914b4/Orkun-Kokcu,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,23-195,2000,2.5,3,2,2,1,0,1,4,,0,3,2,25.0,1,3,4,2,https://fbref.com/en/players/9bf914b4/matchlogs/2024/defense/Orkun-Kokcu-Match-Logs,1
210,Randal Kolo Muani,https://fbref.com/en/players/c0b3669f/Randal-Kolo-Muani,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-219,1998,2.2,1,1,1,1,0,1,1,100.0,0,2,0,2,1,4,0,0,https://fbref.com/en/players/c0b3669f/matchlogs/2024/defense/Randal-Kolo-Muani-Match-Logs,
211,Yukhym Konoplia,https://fbref.com/en/players/aee634bf/Yukhym-Konoplia,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,24-320,1999,0.8,1,1,1,1,0,1,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/aee634bf/matchlogs/2024/defense/Yukhym-Konoplia-Match-Logs,0
212,Ezri Konsa,https://fbref.com/en/players/0313a347/Ezri-Konsa,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,26-262,1997,1.0,2,2,1,2,0,1,1,100.0,0,3,0,2,0,8,0,0,https://fbref.com/en/players/0313a347/matchlogs/2024/defense/Ezri-Konsa-Match-Logs,
213,Filip Kostić,https://fbref.com/en/players/b1cd37e6/Filip-Kostic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,31-253,1992,0.5,1,1,2,1,0,1,1,50.0,0,1,0,1,0,1,0,0,https://fbref.com/en/players/b1cd37e6/matchlogs/2024/defense/Filip-Kostic-Match-Logs,
214,Jules Koundé,https://fbref.com/en/players/4d1666ff/Jules-Kounde,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-242,1998,6.3,18,12,7,5,0,10,6,,0,5,22,17,2,58.8,20,5,https://fbref.com/en/players/4d1666ff/matchlogs/2024/defense/Jules-Kounde-Match-Logs,7
215,Mateo Kovačić,https://fbref.com/en/players/79c0821a/Mateo-Kovacic,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,30-066,1994,2.5,8,6,2,5,0,2,1,,0,2,11,5,3,40.0,1,1,https://fbref.com/en/players/79c0821a/matchlogs/2024/defense/Mateo-Kovacic-Match-Logs,3
216,Matej Kovar,https://fbref.com/en/players/bc67a0e1/Matej-Kovar,GK,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,24-055,2000,0.4,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/bc67a0e1/matchlogs/2024/defense/Matej-Kovar-Match-Logs,0
217,Andrej Kramarić,https://fbref.com/en/players/603cb947/Andrej-Kramaric,FW,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,33-022,1991,2.7,3,1,2,1,0,1,1,,0,0,0,0,0,,0,0,https://fbref.com/en/players/603cb947/matchlogs/2024/defense/Andrej-Kramaric-Match-Logs,0
218,Ladislav Krejčí,https://fbref.com/en/players/5b5c2228/Ladislav-Krejci,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,25-082,1999,3.0,3,2,3,3,0,1,3,0.0,0,5,0,1,0,8,0,,https://fbref.com/en/players/5b5c2228/matchlogs/2024/defense/Ladislav-Krejci-Match-Logs,9
219,Toni Kroos,https://fbref.com/en/players/6ce1f46f/Toni-Kroos,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,34-189,1990,5.2,9,4,4,4,0,3,1,,0,3,5,5,7,60.0,16,3,https://fbref.com/en/players/6ce1f46f/matchlogs/2024/defense/Toni-Kroos-Match-Logs,2
220,Jan Kuchta,https://fbref.com/en/players/4bce9c16/Jan-Kuchta,FW,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,27-185,1997,1.1,2,1,2,1,0,1,2,100.0,0,0,0,2,0,,0,0,https://fbref.com/en/players/4bce9c16/matchlogs/2024/defense/Jan-Kuchta-Match-Logs,0
221,Juraj Kucka,https://fbref.com/en/players/5aaef9ef/Juraj-Kucka,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,37-136,1987,3.9,1,1,1,7,0,1,14.3,,0,3,0,6,2,1,4,3,https://fbref.com/en/players/5aaef9ef/matchlogs/2024/defense/Juraj-Kucka-Match-Logs,2
222,Jasmin Kurtić,https://fbref.com/en/players/144607cc/Jasmin-Kurtic,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,35-183,1989,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/144607cc/matchlogs/2024/defense/Jasmin-Kurtic-Match-Logs,0
223,Khvicha Kvaratskhelia,https://fbref.com/en/players/dea88efd/Khvicha-Kvaratskhelia,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-150,2001,3.8,4,3,4,6,0,3,50.0,,0,2,0,3,0,2,0,2,https://fbref.com/en/players/dea88efd/matchlogs/2024/defense/Khvicha-Kvaratskhelia-Match-Logs,4
224,Nika Kvekveskiri,https://fbref.com/en/players/a5f35865/Nika-Kvekveskiri,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,32-043,1992,0.1,1,1,1,1,0,0,0,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/a5f35865/matchlogs/2024/defense/Nika-Kvekveskiri-Match-Logs,0
225,Giorgi Kvilitaia,https://fbref.com/en/players/c758cdaf/Giorgi-Kvilitaia,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,30-284,1993,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/c758cdaf/matchlogs/2024/defense/Giorgi-Kvilitaia-Match-Logs,0
226,Solomon Kvirkvelia,https://fbref.com/en/players/19e4dca5/Solomon-Kvirkvelia,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,32-156,1992,2.0,4,3,3,1,0,3,3,100.0,0,2,0,2,1,5,,1,https://fbref.com/en/players/19e4dca5/matchlogs/2024/defense/Solomon-Kvirkvelia-Match-Logs,17
227,Qazim Laçi,https://fbref.com/en/players/eb0db257/Qazim-Laci,"MF,FW",al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,28-174,1996,1.8,4,3,1,2,0,1,1,50.0,0,3,,2,3,1,5,7,https://fbref.com/en/players/eb0db257/matchlogs/2024/defense/Qazim-Laci-Match-Logs,3
228,Konrad Laimer,https://fbref.com/en/players/c1b7847c/Konrad-Laimer,"MF,FW",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,27-045,1997,3.0,5,1,2,1,0,3,2,,0,3,2,6,2,50.0,7,3,https://fbref.com/en/players/c1b7847c/matchlogs/2024/defense/Konrad-Laimer-Match-Logs,3
229,Ádám Lang,https://fbref.com/en/players/8614496d/Adam-Lang,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-176,1993,0.5,1,1,3,0,0,0,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/8614496d/matchlogs/2024/defense/Adam-Lang-Match-Logs,0
230,Aymeric Laporte,https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,30-045,1994,4.8,3,3,2,1,0,2,3,66.7,,4,1,1,5,3,21,8,https://fbref.com/en/players/119b9a8e/matchlogs/2024/defense/Aymeric-Laporte-Match-Logs,1
231,Robin Le Normand,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,27-243,1996,4.0,6,2,5,1,0,5,8,,0,2,11,62.5,2,3,8,1,https://fbref.com/en/players/9a64e67e/matchlogs/2024/defense/Robin-Le-Normand-Match-Logs,1
232,Rafael Leão,https://fbref.com/en/players/20730eae/Rafael-Leao,FW,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,25-031,1999,3.2,2,2,2,2,0,1,1,50.0,0,1,0,1,1,3,0,,https://fbref.com/en/players/20730eae/matchlogs/2024/defense/Rafael-Leao-Match-Logs,1
233,Robert Lewandowski,https://fbref.com/en/players/8d78e732/Robert-Lewandowski,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,35-325,1988,1.3,2,2,2,2,0,2,2,,0,0,0,3,0,,0,0,https://fbref.com/en/players/8d78e732/matchlogs/2024/defense/Robert-Lewandowski-Match-Logs,0
234,Philipp Lienhart,https://fbref.com/en/players/302527b2/Philipp-Lienhart,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,28-000,1996,2.4,2,2,1,1,0,2,3,66.7,0,2,0,1,2,2,,10,https://fbref.com/en/players/302527b2/matchlogs/2024/defense/Philipp-Lienhart-Match-Logs,4
235,Ondřej Lingr,https://fbref.com/en/players/66a7effe/Ondrej-Lingr,"MF,FW",cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,25-278,1998,0.9,2,2,2,1,0,1,1,0.0,0,0,0,1,0,2,0,0,https://fbref.com/en/players/66a7effe/matchlogs/2024/defense/Ondrej-Lingr-Match-Logs,
