right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,right 20,right 21,right 22,right 23,right 24,right 25,right 26,right 27,right 28,right 29,right 30,left href 3,right 31,right 32,right 33,right 34,right 35,right 36,right 37,right 38,right 39
228,Konrad Laimer,https://fbref.com/en/players/c1b7847c/Konrad-Laimer,"MF,FW",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,27-045,1997,4,3,270,3.0,0,0,0,0,0,0,0.0,0.5,1,0.5,0.6,7,17,10,0.00,0.00,0.00,0.00,0.00,0.18,0.01,0.18,0.18,0.18,https://fbref.com/en/players/c1b7847c/matchlogs/2024/summary/Konrad-Laimer-Match-Logs,,,,,,,,,
229,Ádám Lang,https://fbref.com/en/players/8614496d/Adam-Lang,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-176,1993,1,1,45,0.5,0,0,0,0,0,0,0,,2,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,,,,https://fbref.com/en/players/8614496d/matchlogs/2024/summary/Adam-Lang-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
230,Aymeric Laporte,https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,30-045,1994,5,5,435,4.8,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,9,40,1,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,https://fbref.com/en/players/119b9a8e/matchlogs/2024/summary/Aymeric-Laporte-Match-Logs,,,,,,,,,
231,Robin Le Normand,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,27-243,1996,5,4,360,4.0,0,0,0,0,0,0,0.0,0.2,2,0.2,0.2,1,14,1,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/9a64e67e/matchlogs/2024/summary/Robin-Le-Normand-Match-Logs,,,,,,,,,
232,Rafael Leão,https://fbref.com/en/players/20730eae/Rafael-Leao,FW,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,25-031,1999,4,4,287,3.2,0,0,0,0,0,0,0.00,0.2,2,0.2,0.5,28,0.7,13,0.00,0.00,0.00,0.00,0.21,0.06,32,0.15,0.21,0.06,https://fbref.com/en/players/20730eae/matchlogs/2024/summary/Rafael-Leao-Match-Logs,,,,,,,,,
233,Robert Lewandowski,https://fbref.com/en/players/8d78e732/Robert-Lewandowski,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,35-325,1988,2,1,121,1.3,0,0,0,,,,,1,1,1,1,1.0,1,0.2,0.71,,0.17,,0.12,,0.1,0.2,2,5,https://fbref.com/en/players/8d78e732/matchlogs/2024/summary/Robert-Lewandowski-Match-Logs,,0.00,0.00,0.00,,0.74,0.05,0.76,0.74
234,Philipp Lienhart,https://fbref.com/en/players/302527b2/Philipp-Lienhart,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,28-000,1996,3,3,214,2.4,0,0,0,0,0,0,0.0,0.3,1,0.3,0.3,2,8,0.11,0.00,0,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.00,https://fbref.com/en/players/302527b2/matchlogs/2024/summary/Philipp-Lienhart-Match-Logs,,,,,,,,,
235,Ondřej Lingr,https://fbref.com/en/players/66a7effe/Ondrej-Lingr,"MF,FW",cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,25-278,1998,3,83,0.9,0.5,0,0,0,0,0,0,0,0.5,0.5,2,6,1,,,,0,0.0,,,,0.00,,,,https://fbref.com/en/players/66a7effe/matchlogs/2024/summary/Ondrej-Lingr-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.51,0.51,0.51,0.51
236,Dominik Livaković,https://fbref.com/en/players/58f077c0/Dominik-Livakovic,GK,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,29-184,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0,https://fbref.com/en/players/58f077c0/matchlogs/2024/summary/Dominik-Livakovic-Match-Logs,,,,,,,,,
237,Stanislav Lobotka,https://fbref.com/en/players/e1cbb531/Stanislav-Lobotka,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,29-229,1994,4,4,390,4.3,0,0,0,0,0,0,0,8,0.1,0.1,17,0.01,1,0.03,0.0,0.0,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.00,https://fbref.com/en/players/e1cbb531/matchlogs/2024/summary/Stanislav-Lobotka-Match-Logs,,,,,,,,,
238,Saba Lobzhanidze,https://fbref.com/en/players/84d6ce13/Saba-Lobzhanidze,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,29-206,1994,1,9,0.1,0.2,0,0,0,0,0,0,0,0.2,0.2,2,,1,,,,0,0.0,0,,,0.00,,,,https://fbref.com/en/players/84d6ce13/matchlogs/2024/summary/Saba-Lobzhanidze-Match-Logs,0.00,0.00,0.00,0.00,0.00,1.82,1.82,1.82,1.82
239,Luka Lochoshvili,https://fbref.com/en/players/c8ad0857/Luka-Lochoshvili,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,26-043,1998,4,2,170,1.9,0,0,0,0,0,0,0,0.1,0.1,0.1,1,1,2,0.03,0.00,0.0,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,https://fbref.com/en/players/c8ad0857/matchlogs/2024/summary/Luka-Lochoshvili-Match-Logs,,,,,,,,,
240,Fermin López,https://fbref.com/en/players/c1fe5f0b/Fermin-Lopez,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,21-061,2003,1,29,0.3,0.1,0,0,0,0,0,0,0,0.1,0.1,1,1,,,,0,0,0.0,,,,0.00,,,,https://fbref.com/en/players/c1fe5f0b/matchlogs/2024/summary/Fermin-Lopez-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.17,0.17
241,Romelu Lukaku,https://fbref.com/en/players/5eae500a/Romelu-Lukaku,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,31-059,1993,4,4,359,4.0,0,0,0,0,0,0.00,0.48,1.7,1,1,1.7,6,0.2,1.9,0.00,0.42,0.06,0.48,0.25,0.42,3,19,0.25,0.25,https://fbref.com/en/players/5eae500a/matchlogs/2024/summary/Romelu-Lukaku-Match-Logs,,,,,,,,,
242,Dodi Lukebakio,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio,"FW,DF",be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,26-291,1997,3,1,65,0.7,0,0,0,0,0,0,,0.2,2,0.2,0.1,3,0.4,1,,,,,0.52,,13,,,,https://fbref.com/en/players/0c61c77c/matchlogs/2024/summary/Dodi-Lukebakio-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.19,0.52,0.33,0.33
243,Saša Lukić,https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,27-333,1996,3,3,209,2.3,0,0,0,0,0,0,0.0,0.1,1,0.1,0.1,5,5,7,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.04,0.00,https://fbref.com/en/players/c6e8cf1f/matchlogs/2024/summary/Sasa-Lukic-Match-Logs,,,,,,,,,
244,Andriy Lunin,https://fbref.com/en/players/3061e1ec/Andriy-Lunin,GK,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,25-151,1999,1,1,90,1.0,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,,,0,https://fbref.com/en/players/3061e1ec/matchlogs/2024/summary/Andriy-Lunin-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
245,Mike Maignan,https://fbref.com/en/players/fcb38f57/Mike-Maignan,GK,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,29-008,1995,6,6,570,6.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0,https://fbref.com/en/players/fcb38f57/matchlogs/2024/summary/Mike-Maignan-Match-Logs,,,,,,,,,
246,Kobbie Mainoo,https://fbref.com/en/players/c6220452/Kobbie-Mainoo,MF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,19-083,2005,5,3,299,3.3,0,0,0,0,0,0,0.0,0.3,1,0.3,0.3,6,13,13,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,https://fbref.com/en/players/c6220452/matchlogs/2024/summary/Kobbie-Mainoo-Match-Logs,,,,,,,,,
247,Lovro Majer,https://fbref.com/en/players/fc46aab1/Lovro-Majer,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,26-176,1998,3,2,146,1.6,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,4,11,10,,,,,0.31,,,,,,https://fbref.com/en/players/fc46aab1/matchlogs/2024/summary/Lovro-Majer-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.20,0.31,0.11,0.11
248,Donyell Malen,https://fbref.com/en/players/116c35df/Donyell-Malen,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-184,1999,4,2,190,2.1,0.89,0,0,0,0.00,1.00,0.89,2,2,2,1,1.9,1.9,0.2,0.95,1.00,0.95,0.11,0.95,12,2.1,7,24,0.95,https://fbref.com/en/players/116c35df/matchlogs/2024/summary/Donyell-Malen-Match-Logs,,,,,,,,,
249,Ruslan Malinovskyi,https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,31-068,1993,3,35,0.4,0.1,0,0,0,0,0,0,0,0.1,0.3,0.3,4,1,,,,0,0,,0.90,,,,,,https://fbref.com/en/players/48d5bd33/matchlogs/2024/summary/Ruslan-Malinovskyi-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.71,0.90,0.19,0.19
250,Giorgi Mamardashvili,https://fbref.com/en/players/d4b73232/Giorgi-Mamardashvili,GK,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-286,2000,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0,https://fbref.com/en/players/d4b73232/matchlogs/2024/summary/Giorgi-Mamardashvili-Match-Logs,,,,,,,,,
251,Dennis Man,https://fbref.com/en/players/2079b3cc/Dennis-Man,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-320,1998,4,3,266,3.0,0,0,0,0,0,0.00,0.43,0.3,2,2,0.3,5,1.0,1.3,0.00,0.11,0.32,0.43,0.68,0.11,5,19,0.68,0.68,https://fbref.com/en/players/2079b3cc/matchlogs/2024/summary/Dennis-Man-Match-Logs,,,,,,,,,
252,Rey Manaj,https://fbref.com/en/players/7703afb6/Rey-Manaj,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,27-138,1997,3,2,156,1.7,0,0,0,0,0,0,0,0.4,0.4,0.4,4,0.21,0.21,0.21,0,0.0,0,0.00,0.00,0.00,0.21,0.00,0.00,0.00,https://fbref.com/en/players/7703afb6/matchlogs/2024/summary/Rey-Manaj-Match-Logs,,,,,,,,,
253,Gianluca Mancini,https://fbref.com/en/players/5aa53281/Gianluca-Mancini,DF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,28-085,1996,1,1,90,1.0,0,0,0,0,0,0,0.0,2,1,,,0.00,0.00,0.00,0.0,0.0,0.0,0,0,,0.00,,,,https://fbref.com/en/players/5aa53281/matchlogs/2024/summary/Gianluca-Mancini-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
254,Orel Mangala,https://fbref.com/en/players/a572e291/Orel-Mangala,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,26-115,1998,4,1,133,1.5,0,0,0,0,0,0,0.0,,2,0.2,0.2,0.00,6,2,0.0,,,,,0,0.00,,,,https://fbref.com/en/players/a572e291/matchlogs/2024/summary/Orel-Mangala-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.12,
255,Marius Marin,https://fbref.com/en/players/a5106847/Marius-Marin,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-316,1998,4,4,302,3.4,0,0,0,0,0,0,0.0,0.00,2,0.2,0.2,0.00,6,2,0.0,0.00,0.00,0.00,0.00,0,0.06,0.06,0.06,0.00,https://fbref.com/en/players/a5106847/matchlogs/2024/summary/Marius-Marin-Match-Logs,,,,,,,,,
256,Răzvan Marin,https://fbref.com/en/players/7fac99d4/Razvan-Marin,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,28-049,1996,4,4,355,3.9,0.24,0,0.00,0.05,0.04,0.25,0.01,2,2,1,1,0.9,1,1,0.51,0.25,0.51,0.25,5,3,0.1,0.1,0.2,11,https://fbref.com/en/players/7fac99d4/matchlogs/2024/summary/Razvan-Marin-Match-Logs,,,,,,,,,
257,Ádám Martin,https://fbref.com/en/players/9b8f61bd/Adam-Martin,"FW,DF",hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,29-248,1994,3,45,0.5,0.1,0,0,0,0,0,0,0,,0.1,2,,0.00,,,0.0,0,0.0,0,,0,0.00,,,,https://fbref.com/en/players/9b8f61bd/matchlogs/2024/summary/Adam-Martin-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.18,
258,Mykola Matviyenko,https://fbref.com/en/players/1adcf39e/Mykola-Matviyenko,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,28-070,1996,3,3,270,3.0,0,0,0,0,0,0,0,7,0.2,0.2,11,0.00,1,0.07,0.0,0.0,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.00,https://fbref.com/en/players/1adcf39e/matchlogs/2024/summary/Mykola-Matviyenko-Match-Logs,,,,,,,,,
259,Kylian Mbappé,https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-204,1998,5,5,464,5.2,0.57,0,0.00,0.54,0.41,0.69,0.13,1,1,2,1,2.9,1,1,0.19,0.19,0.19,0.39,55,28,2.1,0.7,2.8,27,https://fbref.com/en/players/42fd9c7f/matchlogs/2024/summary/Kylian-Mbappe-Match-Logs,,,,,,,,,
260,John McGinn,https://fbref.com/en/players/90f91999/John-McGinn,"MF,FW",sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,29-267,1994,3,3,230,2.6,0,0,0,0,0,0,0.0,2,1,4,9,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/90f91999/matchlogs/2024/summary/John-McGinn-Match-Logs,,,,,,,,,
261,Callum McGregor,https://fbref.com/en/players/6800f515/Callum-McGregor,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,31-027,1993,3,3,246,2.7,0,0,0,0,0,0.00,0.10,0.1,1,1,0.1,0.05,0.1,0.3,0,0.05,0.05,0.10,0.37,0.00,5,3,0.37,0.37,https://fbref.com/en/players/6800f515/matchlogs/2024/summary/Callum-McGregor-Match-Logs,,,,,,,,,
262,Scott McKenna,https://fbref.com/en/players/4e5a4cbc/Scott-McKenna,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-242,1996,3,1,134,1.5,0,0,0,0,0,0,0.0,,1,1,3,,,,0.0,0.0,0.0,,,0,0.00,,,,https://fbref.com/en/players/4e5a4cbc/matchlogs/2024/summary/Scott-McKenna-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02
263,Kenny McLean,https://fbref.com/en/players/471f16b3/Kenny-McLean,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,32-185,1992,3,44,0.5,2,0,0,0,0,0,0,0,,1,,,,,,0.0,0,0.0,0.0,0.0,0,0.00,,,,https://fbref.com/en/players/471f16b3/matchlogs/2024/summary/Kenny-McLean-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03
264,Scott McTominay,https://fbref.com/en/players/d93c2511/Scott-McTominay,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-216,1996,3,3,270,3.0,0.10,0,0,0,0.00,0.14,0.10,1,1,1,2,0.3,0.3,0.1,0.33,0.14,0.33,0.04,0.33,2,0.4,4,4,0.33,https://fbref.com/en/players/d93c2511/matchlogs/2024/summary/Scott-McTominay-Match-Logs,,,,,,,,,
265,Anzor Mekvabishvili,https://fbref.com/en/players/6a7cd360/Anzor-Mekvabishvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-036,2001,3,2,188,2.1,0,0,0,0,0,0,0.0,0.1,2,0.1,0.1,2,8,4,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.06,0.00,https://fbref.com/en/players/6a7cd360/matchlogs/2024/summary/Anzor-Mekvabishvili-Match-Logs,,,,,,,,,
266,Memphis,https://fbref.com/en/players/8f696594/Memphis,"FW,MF",nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,30-149,1994,6,6,457,5.1,0.39,0,0,0,0.62,0.39,0.62,1,1,2,1,2.0,2.0,1.2,0.20,0.23,0.20,0.39,0.39,6,3.1,13,30,0.20,https://fbref.com/en/players/8f696594/matchlogs/2024/summary/Memphis-Match-Logs,,,,,,,,,
267,Nuno Mendes,https://fbref.com/en/players/f20e4cc9/Nuno-Mendes,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,22-022,2002,4,4,419,4.7,0,0,0,0,0,0,0,0.2,0.2,0.2,31,11,25,0.01,0.00,0.0,0.00,0.00,0.00,0.05,0.06,0.05,0.06,0.00,https://fbref.com/en/players/f20e4cc9/matchlogs/2024/summary/Nuno-Mendes-Match-Logs,,,,,,,,,
268,Mikel Merino,https://fbref.com/en/players/d080ed5e/Mikel-Merino,"MF,FW",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,28-019,1996,6,1,180,2.0,0.36,0,0,0,0,0.00,0.62,1,1,1,0.6,0.6,0.4,1.0,0.50,0.36,0.27,0.62,0.50,2,17,13,0.50,0.50,https://fbref.com/en/players/d080ed5e/matchlogs/2024/summary/Mikel-Merino-Match-Logs,,,,,,,,,
269,Valentin Mihaila,https://fbref.com/en/players/81a4c239/Valentin-Mihaila,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,24-160,2000,3,1,115,1.3,0,0,0,0,0,0,0,0.1,0.1,0.1,2,,5,,0,0.0,,,,,0.00,,,,https://fbref.com/en/players/81a4c239/matchlogs/2024/summary/Valentin-Mihaila-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.09
270,Srđan Mijailović,https://fbref.com/en/players/175bef1f/Srdjan-Mijailovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,30-244,1993,1,1,72,0.8,0,0,0,0,0,0,0,1,2,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,,0.00,,,,https://fbref.com/en/players/175bef1f/matchlogs/2024/summary/Srdjan-Mijailovic-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
271,Georges Mikautadze,https://fbref.com/en/players/4788cb6b/Georges-Mikautadze,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-254,2000,4,4,345,3.8,0.59,0,0.30,0.18,0.71,0.13,0.52,3,1,4,1,2.3,2,2,0.78,0.26,0.26,1.04,16,4,0.7,0.5,1.2,7,https://fbref.com/en/players/4788cb6b/matchlogs/2024/summary/Georges-Mikautadze-Match-Logs,,,,,,,,,
272,Nikola Milenković,https://fbref.com/en/players/bee704fc/Nikola-Milenkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,26-273,1997,3,3,270,3.0,0,0,0,0,0,0,0.0,2,1,9,0.01,0.00,0.01,0.01,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/bee704fc/matchlogs/2024/summary/Nikola-Milenkovic-Match-Logs,,,,,,,,,
273,Sergej Milinković-Savić,https://fbref.com/en/players/4e6dbac4/Sergej-Milinkovic-Savic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,29-135,1995,3,1,121,1.3,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,7,7,,,,,0.23,,,,,,https://fbref.com/en/players/4e6dbac4/matchlogs/2024/summary/Sergej-Milinkovic-Savic-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.05,0.23,0.18,0.18
274,Mario Mitaj,https://fbref.com/en/players/0bf123b6/Mario-Mitaj,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,20-340,2003,3,3,270,3.0,0,0,0,0,0,0,0,0.01,6,4,0.01,0.00,0.01,0.01,0.0,0.0,0.0,0.0,0.00,0,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0bf123b6/matchlogs/2024/summary/Mario-Mitaj-Match-Logs,,,,,,,,,
275,Aleksandar Mitrović,https://fbref.com/en/players/3925dbd6/Aleksandar-Mitrovic,FW,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,29-299,1994,3,3,240,2.7,0,0,0,0,0,0,0.0,1.2,1,1.2,1.2,0.44,2,10,0,0.00,0.00,0.00,0.00,0.00,0.44,0.44,0.44,0.00,https://fbref.com/en/players/3925dbd6/matchlogs/2024/summary/Aleksandar-Mitrovic-Match-Logs,,,,,,,,,
276,Maximilian Mittelstädt,https://fbref.com/en/players/88d4144a/Maximilian-Mittelstadt,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-115,1997,4,3,304,3.4,0,0,0,0,0.00,0.18,0.04,0.1,1,1,2,8,0.1,0.4,0.00,0.18,0.30,0.14,0.30,0.04,0.6,10,39,0.30,https://fbref.com/en/players/88d4144a/matchlogs/2024/summary/Maximilian-Mittelstadt-Match-Logs,,,,,,,,,
277,Filip Mladenović,https://fbref.com/en/players/a3eabee0/Filip-Mladenovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,32-331,1991,3,1,111,1.2,0,0,0,0,0,0,0.0,2,1,2,9,0.00,,,0.0,0.0,0.0,,,,0.00,,,,https://fbref.com/en/players/a3eabee0/matchlogs/2024/summary/Filip-Mladenovic-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,
278,Jan Mlakar,https://fbref.com/en/players/44d9bd5e/Jan-Mlakar,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,25-262,1998,4,4,295,3.3,0,0,0,0,0,0,0,0.1,0.1,0.1,6,4,5,0.01,0.00,0.0,0.00,0.00,0.00,0.04,0.04,0.04,0.04,0.00,https://fbref.com/en/players/44d9bd5e/matchlogs/2024/summary/Jan-Mlakar-Match-Logs,,,,,,,,,
279,Jakub Moder,https://fbref.com/en/players/f230bc30/Jakub-Moder,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-095,1999,3,1,180,2.0,0,0,0,0,0,0,0.0,0.6,1,0.6,0.6,2,8,4,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.32,0.32,0.00,https://fbref.com/en/players/f230bc30/matchlogs/2024/summary/Jakub-Moder-Match-Logs,,,,,,,,,
280,Luka Modrić,https://fbref.com/en/players/6025fab1/Luka-Modric,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,38-306,1985,3,3,233,2.6,0.37,0,0,0.00,0.28,0.03,0.62,1,1,1,1,1.0,1,0.1,0.39,0.25,0.39,0.39,0.39,11,0.6,0.7,21,8,https://fbref.com/en/players/6025fab1/matchlogs/2024/summary/Luka-Modric-Match-Logs,,,,,,,,,
281,Vasile Mogos,https://fbref.com/en/players/5a8d43dd/Vasile-Mogos,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-254,1992,1,1,37,0.4,0,0,0,0,0,0,0,,1,1,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,,0,0.00,,,,https://fbref.com/en/players/5a8d43dd/matchlogs/2024/summary/Vasile-Mogos-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
282,Álvaro Morata,https://fbref.com/en/players/129af0db/Alvaro-Morata,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,31-262,1992,6,5,382,4.2,0.28,0,0,0.40,0.28,0.40,0.12,1,1,2,1,1.2,2,1.2,0.24,0.47,0.47,0.24,0.24,4,0.5,1.7,5,20,https://fbref.com/en/players/129af0db/matchlogs/2024/summary/Alvaro-Morata-Match-Logs,,,,,,,,,
283,Lewis Morgan,https://fbref.com/en/players/b675e328/Lewis-Morgan,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-285,1996,1,2,1,,0,0.0,0,0,0,0,0,1,,,,,,,0.0,0,0,0.0,0.0,,0.00,,0,0.0,https://fbref.com/en/players/b675e328/matchlogs/2024/summary/Lewis-Morgan-Match-Logs,0.00,0.00,0.00,0.00,0.00,1.79,1.79,1.79,1.79
284,Ernest Muçi,https://fbref.com/en/players/1f1229a9/Ernest-Muci,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,23-114,2001,2,14,0.2,1,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,0,0.00,,,0,https://fbref.com/en/players/1f1229a9/matchlogs/2024/summary/Ernest-Muci-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
285,Mykhailo Mudryk,https://fbref.com/en/players/049a888d/Mykhailo-Mudryk,"FW,MF",ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,23-188,2001,2,2,174,1.9,0,0,0,0,0,0,0,0.4,0.4,0.4,0.9,11,7,16,0.00,0.00,0.00,0.00,0.00,0.23,0.22,0.44,0.23,0.44,https://fbref.com/en/players/049a888d/matchlogs/2024/summary/Mykhailo-Mudryk-Match-Logs,,,,,,,,,
286,Mert Müldür,https://fbref.com/en/players/1295552e/Mert-Muldur,"DF,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,25-099,1999,4,4,345,3.8,0.14,0,0,0,0.0,0.00,0.15,1,1,1,1,0.6,0.6,0.6,0.26,0.14,0.01,0.15,0.26,11,12,13,0.26,0.26,https://fbref.com/en/players/1295552e/matchlogs/2024/summary/Mert-Muldur-Match-Logs,,,,,,,,,
