right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,right 20,right 21,right 22,right 23,right 24,right 25,left href 3,right 26,right 27,right 28,right 29
1,Che Adams,https://fbref.com/en/players/f2bf1b0f/Che-Adams,FW,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-364,1996,2.3,27,31,87.1,386,44,15,17,88.2,8,8,100.0,1,3,33.3,0,0.1,0.2,-0.1,2,2,0,0,2,https://fbref.com/en/players/f2bf1b0f/matchlogs/2024/passing/Che-Adams-Match-Logs,,,,
2,Michel Aebischer,https://fbref.com/en/players/f9c927de/Michel-Aebischer,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,27-187,1997,5.3,221,252,87.7,3316,1014,131,140,93.6,75,88,85.2,10,16,62.5,2,1.2,1.0,+0.8,6,17,0,28,7,https://fbref.com/en/players/f9c927de/matchlogs/2024/passing/Michel-Aebischer-Match-Logs,,,,
3,Arlind Ajeti,https://fbref.com/en/players/f9714604/Arlind-Ajeti,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,30-290,1993,3.0,93,112,83.0,1654,533,35,37,94.6,48,53,90.6,8,17,47.1,0,4,5,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/f9714604/matchlogs/2024/passing/Arlind-Ajeti-Match-Logs,,,,
4,Manuel Akanji,https://fbref.com/en/players/89ac64a6/Manuel-Akanji,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,28-358,1995,5.3,304,331,91.8,5658,2036,113,119,95.0,158,168,94.0,31,39,79.5,0,0.1,1,21,25,0,0.0,0.0,0,https://fbref.com/en/players/89ac64a6/matchlogs/2024/passing/Manuel-Akanji-Match-Logs,,,,
5,Samet Akaydın,https://fbref.com/en/players/7328bee5/Samet-Akaydin,DF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,30-120,1994,3.7,185,206,89.8,3262,1350,79,80,98.8,91,103,88.3,13,21,61.9,0,0.1,18,15,0,0,0.0,0.0,0,https://fbref.com/en/players/7328bee5/matchlogs/2024/passing/Samet-Akaydin-Match-Logs,,,,
6,Nathan Aké,https://fbref.com/en/players/eaeca114/Nathan-Ake,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,29-144,1995,5.2,239,274,87.2,3493,1239,138,145,95.2,89,103,86.4,8,14,57.1,1,0.4,0.4,+0.6,5,23,0,21,1,https://fbref.com/en/players/eaeca114/matchlogs/2024/passing/Nathan-Ake-Match-Logs,,,,
7,Yunus Akgün,https://fbref.com/en/players/1453e3cf/Yunus-Akgun,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,24-004,2000,0.8,14,17,239,92,5,5,9,2,9,0.1,0.1,0.0,-0.1,2,0,1,1,3,,,0,,,https://fbref.com/en/players/1453e3cf/matchlogs/2024/passing/Yunus-Akgun-Match-Logs,82.4,100.0,100.0,0
8,Kerem Aktürkoğlu,https://fbref.com/en/players/f28659fb/Kerem-Akturkoglu,"FW,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,25-264,1998,1.2,22,38,352,78,12,11,18,5,10,0.1,-0.1,1,3,3,0,3,,,,,0.0,0,0,https://fbref.com/en/players/f28659fb/matchlogs/2024/passing/Kerem-Akturkoglu-Match-Logs,57.9,91.7,55.6,20.0
9,Trent Alexander-Arnold,https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold,"MF,DF",eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,25-278,1998,1.5,84,101,1618,556,46,42,25,23,22,0.1,0.2,16,-0.1,3,0,8,2,12,,,0,,,https://fbref.com/en/players/cd1acf9d/matchlogs/2024/passing/Trent-Alexander-Arnold-Match-Logs,83.2,91.3,88.0,69.6
10,Denis Alibec,https://fbref.com/en/players/a1474d8e/Denis-Alibec,FW,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,33-188,1991,0.3,4,4,41,3,1,1,1,0,1,,,,,,0,0,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/a1474d8e/matchlogs/2024/passing/Denis-Alibec-Match-Logs,100.0,100.0,100.0,0
11,Barış Alper Yılmaz,https://fbref.com/en/players/414b2ce4/Baris-Alper-Yilmaz,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,24-049,2000,5.0,80,105,76.2,1096,289,48,57,84.2,22,33,66.7,3,7,42.9,0,0.8,0.9,-0.8,5,5,0,15,2,https://fbref.com/en/players/414b2ce4/matchlogs/2024/passing/Baris-Alper-Yilmaz-Match-Logs,,,,
12,Sandro Altunashvili,https://fbref.com/en/players/9432be82/Sandro-Altunashvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,27-053,1997,0.6,13,16,139,25,11,11,2,2,1,1,1,0.0,,,0,,,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/9432be82/matchlogs/2024/passing/Sandro-Altunashvili-Match-Logs,81.3,100.0,50.0,0
13,Zeki Amdouni,https://fbref.com/en/players/2ee5b0c9/Zeki-Amdouni,"MF,FW",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,23-220,2000,0.6,9,14,116,11,5,4,5,1,2,3,1,1,,,0,,,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/2ee5b0c9/matchlogs/2024/passing/Zeki-Amdouni-Match-Logs,64.3,80.0,40.0,100.0
14,Joachim Andersen,https://fbref.com/en/players/e34fc66d/Joachim-Andersen,DF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,28-041,1996,4.0,249,298,83.6,4231,1453,124,130,95.4,98,113,86.7,24,44,54.5,0,0.2,0.4,-0.2,2,23,24,1,2,https://fbref.com/en/players/e34fc66d/matchlogs/2024/passing/Joachim-Andersen-Match-Logs,,,,
15,Robert Andrich,https://fbref.com/en/players/e0b113a7/Robert-Andrich,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,29-293,1994,3.5,208,232,89.7,3008,901,114,120,95.0,77,85,90.6,10,16,62.5,0,0.1,0.3,-0.1,3,26,0,21,3,https://fbref.com/en/players/e0b113a7/matchlogs/2024/passing/Robert-Andrich-Match-Logs,,,,
16,Waldemar Anton,https://fbref.com/en/players/5e66fa06/Waldemar-Anton,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-357,1996,0.4,20,24,303,151,13,12,8,3,7,0.1,-0.1,1,1,1,0,2,,,,,0.0,0,0,https://fbref.com/en/players/5e66fa06/matchlogs/2024/passing/Waldemar-Anton-Match-Logs,83.3,92.3,87.5,33.3
17,Stuart Armstrong,https://fbref.com/en/players/97333cf5/Stuart-Armstrong,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,32-103,1992,0.2,7,10,182,73,2,1,4,3,3,0.1,1,3,1,,0,,,,0,0,0.0,0.0,0,https://fbref.com/en/players/97333cf5/matchlogs/2024/passing/Stuart-Armstrong-Match-Logs,70.0,50.0,75.0,100.0
18,Marko Arnautović,https://fbref.com/en/players/00459419/Marko-Arnautovic,FW,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,35-083,1989,3.1,39,54,72.2,498,93,27,29,93.1,5,12,41.7,3,4,75.0,0,0.1,3,0,0,0,0.0,0.0,0,https://fbref.com/en/players/00459419/matchlogs/2024/passing/Marko-Arnautovic-Match-Logs,,,,
19,Jasir Asani,https://fbref.com/en/players/6354ac8c/Jasir-Asani,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,29-053,1995,2.3,31,38,81.6,478,176,14,16,87.5,15,16,93.8,1,4,25.0,1,0.4,0.3,+0.6,3,3,4,2,3,https://fbref.com/en/players/6354ac8c/matchlogs/2024/passing/Jasir-Asani-Match-Logs,,,,
20,Kristjan Asllani,https://fbref.com/en/players/0fdcef0e/Kristjan-Asllani,MF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,22-124,2002,3.0,155,189,82.0,3066,822,61,65,93.8,70,74,94.6,21,42,50.0,0,0.6,0.3,-0.6,8,10,10,1,3,https://fbref.com/en/players/0fdcef0e/matchlogs/2024/passing/Kristjan-Asllani-Match-Logs,,,,
21,Kaan Ayhan,https://fbref.com/en/players/2200181e/Kaan-Ayhan,"MF,DF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,29-244,1994,4.0,156,179,87.2,2944,826,64,65,98.5,72,85,84.7,18,23,78.3,1,0.3,0.1,+0.7,5,15,0,16,2,https://fbref.com/en/players/2200181e/matchlogs/2024/passing/Kaan-Ayhan-Match-Logs,,,,
22,Alex Baena,https://fbref.com/en/players/518f2234/Alex-Baena,"MF,FW",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,22-357,2001,0.3,11,12,143,64,7,6,4,0.1,4,-0.1,1,,2,2,0,,,,,0,0,0.0,0,https://fbref.com/en/players/518f2234/matchlogs/2024/passing/Alex-Baena-Match-Logs,91.7,85.7,100.0,0
23,Alexander Bah,https://fbref.com/en/players/78f21137/Alexander-Bah,"DF,MF",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,26-215,1997,3.1,127,164,77.4,2004,730,71,80,88.8,44,59,74.6,9,16,56.3,0,0.1,0.2,-0.1,2,9,20,1,4,https://fbref.com/en/players/78f21137/matchlogs/2024/passing/Alexander-Bah-Match-Logs,,,,
24,Nedim Bajrami,https://fbref.com/en/players/f42d6c13/Nedim-Bajrami,"FW,MF",al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,25-134,1999,2.7,61,80,76.3,942,116,32,37,86.5,26,31,83.9,2,8,25.0,0,0.1,4,1,5,0,0.0,0.0,0,https://fbref.com/en/players/f42d6c13/matchlogs/2024/passing/Nedim-Bajrami-Match-Logs,,,,
25,Johan Bakayoko,https://fbref.com/en/players/0caa2fd4/Johan-Bakayoko,"FW,DF",be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,21-082,2003,0.5,18,21,265,65,14,12,4,2,3,0.1,0.1,2,-0.1,2,0,1,1,,,,0,0,,https://fbref.com/en/players/0caa2fd4/matchlogs/2024/passing/Johan-Bakayoko-Match-Logs,85.7,85.7,75.0,100.0
26,Jure Balkovec,https://fbref.com/en/players/1a787ee8/Jure-Balkovec,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,29-306,1994,1.3,24,37,418,190,12,12,15,10,10,1,2,2,5,,0,,,,0,0,0.0,0.0,0.0,https://fbref.com/en/players/1a787ee8/matchlogs/2024/passing/Jure-Balkovec-Match-Logs,64.9,100.0,66.7,20.0
27,Iván Balliu,https://fbref.com/en/players/cee88597/Ivan-Balliu,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,32-192,1992,1.0,33,43,480,190,20,17,18,2,15,2,2,0.0,,,0,,,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/cee88597/matchlogs/2024/passing/Ivan-Balliu-Match-Logs,76.7,85.0,83.3,0
28,Nicușor Bancu,https://fbref.com/en/players/99847dc0/Nicusor-Bancu,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-297,1992,3.0,103,139,74.1,1534,687,54,62,87.1,44,57,77.2,2,9,22.2,0,0.1,0.1,-0.1,2,4,0,12,2,https://fbref.com/en/players/99847dc0/matchlogs/2024/passing/Nicusor-Bancu-Match-Logs,,,,
29,Antonín Barák,https://fbref.com/en/players/01efac19/Antonin-Barak,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,29-221,1994,0.5,20,24,269,36,13,13,8,1,7,0.2,1,0.0,1,2,0,,,,,0,0.0,0.0,0,https://fbref.com/en/players/01efac19/matchlogs/2024/passing/Antonin-Barak-Match-Logs,83.3,100.0,87.5,0
30,Bradley Barcola,https://fbref.com/en/players/a0d55a09/Bradley-Barcola,"FW,MF",fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,21-313,2002,1.1,27,32,399,152,22,18,7,1,7,0.5,0.1,1,-0.5,5,0,4,2,1,7,,,,,https://fbref.com/en/players/a0d55a09/matchlogs/2024/passing/Bradley-Barcola-Match-Logs,84.4,81.8,100.0,100.0
31,Abdülkerim Bardakcı,https://fbref.com/en/players/5d9cff53/Abdulkerim-Bardakci,DF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,29-308,1994,4.0,182,211,86.3,3077,1299,92,97,94.8,78,85,91.8,9,24,37.5,0,0.3,0.2,-0.3,2,14,13,1,3,https://fbref.com/en/players/5d9cff53/matchlogs/2024/passing/Abdulkerim-Bardakci-Match-Logs,,,,
32,Nicolò Barella,https://fbref.com/en/players/6928979a/Nicolo-Barella,MF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,27-155,1997,3.7,239,261,91.6,3795,785,132,141,93.6,88,92,95.7,17,22,77.3,0,0.3,0.7,-0.3,4,25,0,21,6,https://fbref.com/en/players/6928979a/matchlogs/2024/passing/Nicolo-Barella-Match-Logs,,,,
33,Alessandro Bastoni,https://fbref.com/en/players/75b86fb3/Alessandro-Bastoni,DF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,25-089,1999,4.0,306,333,91.9,5340,1760,143,145,98.6,129,137,94.2,29,42,69.0,0,0.1,1,30,1,21,0.0,0.0,0,https://fbref.com/en/players/75b86fb3/matchlogs/2024/passing/Alessandro-Bastoni-Match-Logs,,,,
34,Martin Baturina,https://fbref.com/en/players/d1eda5f0/Martin-Baturina,FW,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,21-146,2003,0.1,2,4,24,4,3,2,1,0,0,,,0.0,,,0,0,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/d1eda5f0/matchlogs/2024/passing/Martin-Baturina-Match-Logs,50.0,66.7,,0
35,Christoph Baumgartner,https://fbref.com/en/players/437f2b00/Christoph-Baumgartner,"MF,FW",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,24-345,1999,3.2,72,105,68.6,1007,291,48,55,87.3,15,30,50.0,5,7,71.4,1,0.6,0.4,+0.4,6,6,0,9,5,https://fbref.com/en/players/437f2b00/matchlogs/2024/passing/Christoph-Baumgartner-Match-Logs,,,,
36,Altay Bayındır,https://fbref.com/en/players/072e68ed/Altay-Bayindir,GK,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,26-088,1998,1.0,29,35,684,458,6,6,15,14,14,,,9,,,0,0,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/072e68ed/matchlogs/2024/passing/Altay-Bayindir-Match-Logs,82.9,100.0,93.3,64.3
37,Jan Bednarek,https://fbref.com/en/players/4115ce4e/Jan-Bednarek,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,28-090,1996,3.0,89,101,88.1,1417,609,45,48,93.8,38,40,95.0,5,10,50.0,0,1,1,2,0,0,0.0,0.0,0.0,https://fbref.com/en/players/4115ce4e/matchlogs/2024/passing/Jan-Bednarek-Match-Logs,,,,
38,Maximilian Beier,https://fbref.com/en/players/5db45ee5/Maximilian-Beier,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,21-268,2002,0.3,3,7,14,2,1,1,0,0,0,,,0.0,,,0,0,0,0,0.0,0.0,0,0,0.0,https://fbref.com/en/players/5db45ee5/matchlogs/2024/passing/Maximilian-Beier-Match-Logs,42.9,50.0,,0
39,Jude Bellingham,https://fbref.com/en/players/57d88cf9/Jude-Bellingham,MF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,21-012,2003,6.4,290,332,87.3,4374,922,169,181,93.4,97,112,86.6,18,22,81.8,0,0.3,0.6,-0.3,4,26,0,33,4,https://fbref.com/en/players/57d88cf9/matchlogs/2024/passing/Jude-Bellingham-Match-Logs,,,,
40,László Bénes,https://fbref.com/en/players/fe888e39/Laszlo-Benes,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,26-306,1997,0.8,41,52,574,74,29,28,13,5,9,0.7,0.6,1,-0.7,4,0,1,,,,,0,0,0,https://fbref.com/en/players/fe888e39/matchlogs/2024/passing/Laszlo-Benes-Match-Logs,78.8,96.6,69.2,20.0
41,Bartosz Bereszyński,https://fbref.com/en/players/61b3978f/Bartosz-Bereszynski,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,31-365,1992,0.1,1,2,6,1,0,1,0,0,0,,,,,,0,0,0,0.0,0.0,0.0,0,0,0,https://fbref.com/en/players/61b3978f/matchlogs/2024/passing/Bartosz-Bereszynski-Match-Logs,50.0,100.0,,0
42,Steven Bergwijn,https://fbref.com/en/players/a29b1131/Steven-Bergwijn,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,26-277,1997,1.0,40,49,522,88,25,22,19,1,16,0.1,3,0.0,1,7,0,,,,,0,0.0,0.0,0,https://fbref.com/en/players/a29b1131/matchlogs/2024/passing/Steven-Bergwijn-Match-Logs,81.6,88.0,84.2,0
43,Medon Berisha,https://fbref.com/en/players/9d376bef/Medon-Berisha,MF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,20-264,2003,0.2,7,10,96,50,8,6,1,1,1,1,,,,,0,,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/9d376bef/matchlogs/2024/passing/Medon-Berisha-Match-Logs,70.0,75.0,100.0,0
44,Victor Bernth Kristiansen,https://fbref.com/en/players/505486d6/Victor-Bernth-Kristiansen,"DF,MF",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,21-208,2002,1.7,72,92,78.3,979,252,46,51,90.2,21,28,75.0,3,8,37.5,1,0.3,0.6,+0.7,2,3,0,0,1,https://fbref.com/en/players/505486d6/matchlogs/2024/passing/Victor-Bernth-Kristiansen-Match-Logs,,,,
45,Matúš Bero,https://fbref.com/en/players/b5e0af76/Matus-Bero,"MF,DF",sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,28-309,1995,0.5,17,24,216,56,12,9,6,3,5,3,,1,,,0,,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/b5e0af76/matchlogs/2024/passing/Matus-Bero-Match-Logs,70.8,75.0,83.3,33.3
46,Jaka Bijol,https://fbref.com/en/players/6fdac234/Jaka-Bijol,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,25-157,1999,4.3,107,130,82.3,2394,910,27,29,93.1,58,63,92.1,21,36,58.3,0,0.3,1,4,1,3,0.0,0.0,0,https://fbref.com/en/players/6fdac234/matchlogs/2024/passing/Jaka-Bijol-Match-Logs,,,,
47,Veljko Birmančević,https://fbref.com/en/players/636247ca/Veljko-Birmancevic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,26-128,1998,0.3,10,16,174,98,5,4,5,4,3,2,1,2,3,,0,,,,0,0,0.0,0.0,0.0,https://fbref.com/en/players/636247ca/matchlogs/2024/passing/Veljko-Birmancevic-Match-Logs,62.5,80.0,60.0,50.0
48,Daley Blind,https://fbref.com/en/players/691bef82/Daley-Blind,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,34-124,1990,0,0,0,0,0,0,0,0.0,0.0,0,,,,,,0,0.0,0,0,0,0,0.0,0,0,https://fbref.com/en/players/691bef82/matchlogs/2024/passing/Daley-Blind-Match-Logs,,,,0
49,Bendegúz Bolla,https://fbref.com/en/players/b6ca3ab3/Bendeguz-Bolla,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,24-232,1999,2.3,45,63,71.4,804,233,15,18,83.3,28,37,75.7,1,6,16.7,0,0.2,0.2,-0.2,2,1,3,1,2,https://fbref.com/en/players/b6ca3ab3/matchlogs/2024/passing/Bendeguz-Bolla-Match-Logs,,,,
50,Endre Botka,https://fbref.com/en/players/2cb77ec6/Endre-Botka,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,29-321,1994,1.0,37,45,637,205,18,17,20,4,15,1,3,4,,,0,,,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/2cb77ec6/matchlogs/2024/passing/Endre-Botka-Match-Logs,82.2,94.4,75.0,100.0
51,Jarrod Bowen,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,27-204,1996,0.4,10,14,138,41,7,6,6,1,4,0.2,0.4,0.0,-0.2,1,0,1,1,,,,0,0,,https://fbref.com/en/players/79c84d1c/matchlogs/2024/passing/Jarrod-Bowen-Match-Logs,71.4,85.7,66.7,0
52,Róbert Boženík,https://fbref.com/en/players/ba6cf633/Robert-Bozenik,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,24-236,1999,2.3,25,38,65.8,317,24,19,22,86.4,4,9,44.4,1,2,50.0,0,1,1,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/ba6cf633/matchlogs/2024/passing/Robert-Bozenik-Match-Logs,,,,
53,Volodymyr Brazhko,https://fbref.com/en/players/696197fb/Volodymyr-Brazhko,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,22-170,2002,2.0,71,81,87.7,1192,285,27,29,93.1,42,45,93.3,2,6,33.3,0,1,2,3,0,0,0.0,0.0,0.0,https://fbref.com/en/players/696197fb/matchlogs/2024/passing/Volodymyr-Brazhko-Match-Logs,,,,
54,David Brekalo,https://fbref.com/en/players/fd594b15/David-Brekalo,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,25-221,1998,1,1,22,11,1,0,1,0,0,0,,,,,,0,0,0,0.0,0.0,0.0,0.0,0,0,https://fbref.com/en/players/fd594b15/matchlogs/2024/passing/David-Brekalo-Match-Logs,100.0,100.0,,0
55,Brian Brobbey,https://fbref.com/en/players/4c184730/Brian-Brobbey,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,22-161,2002,0,0,0,0,0,0,0,0.0,0.0,0,,,,,,0,0.0,0,0,0,0,0.0,0,0,https://fbref.com/en/players/4c184730/matchlogs/2024/passing/Brian-Brobbey-Match-Logs,,,,0
56,Armando Broja,https://fbref.com/en/players/97220da2/Armando-Broja,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,22-305,2001,1.2,9,15,107,19,9,6,3,0.1,3,-0.1,2,,1,1,0,1,,,,,0,0.0,0,https://fbref.com/en/players/97220da2/matchlogs/2024/passing/Armando-Broja-Match-Logs,60.0,66.7,100.0,0
57,Marcelo Brozović,https://fbref.com/en/players/33b8d077/Marcelo-Brozovic,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,31-238,1992,2.5,170,188,90.4,3008,654,70,75,93.3,89,99,89.9,10,11,90.9,0,0.1,0.1,-0.1,2,22,13,2,2,https://fbref.com/en/players/33b8d077/matchlogs/2024/passing/Marcelo-Brozovic-Match-Logs,,,,
58,Jacob Bruun Larsen,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,25-296,1998,0.1,3,6,83,11,4,2,1,1,1,1,,,,,0,,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/4e204552/matchlogs/2024/passing/Jacob-Bruun-Larsen-Match-Logs,50.0,50.0,100.0,0
59,Ante Budimir,https://fbref.com/en/players/8f3565b3/Ante-Budimir,FW,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,32-355,1991,1.4,8,16,93,26,11,6,4,1.2,2,0.6,-0.2,1,3,2,0,2,,,,,0,0,0,https://fbref.com/en/players/8f3565b3/matchlogs/2024/passing/Ante-Budimir-Match-Logs,50.0,54.5,50.0,
60,Adam Buksa,https://fbref.com/en/players/3b676989/Adam-Buksa,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,27-365,1996,1.7,11,13,174,25,9,8,3,1,2,0.2,-0.2,1,2,1,0,,,,,0,0.0,0,0,https://fbref.com/en/players/3b676989/matchlogs/2024/passing/Adam-Buksa-Match-Logs,84.6,88.9,66.7,100.0
61,Andrei Burcă,https://fbref.com/en/players/c83623e2/Andrei-Burca,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-087,1993,4.0,113,141,80.1,2416,882,36,41,87.8,58,67,86.6,18,31,58.1,0,6,6,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/c83623e2/matchlogs/2024/passing/Andrei-Burca-Match-Logs,,,,
62,Riccardo Calafiori,https://fbref.com/en/players/aded8e6f/Riccardo-Calafiori,DF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,22-053,2002,3.0,215,232,92.7,3358,1068,103,109,94.5,93,99,93.9,12,15,80.0,1,0.2,0.3,+0.8,4,12,11,1,2,https://fbref.com/en/players/aded8e6f/matchlogs/2024/passing/Riccardo-Calafiori-Match-Logs,,,,
63,Hakan Çalhanoğlu,https://fbref.com/en/players/cd0fa27b/Hakan-Calhanoglu,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,30-154,1994,3.9,232,261,88.9,4021,918,108,112,96.4,93,101,92.1,24,40,60.0,0,0.2,0.4,-0.2,3,20,0,18,1,https://fbref.com/en/players/cd0fa27b/matchlogs/2024/passing/Hakan-Calhanoglu-Match-Logs,,,,
64,Eduardo Camavinga,https://fbref.com/en/players/7b9c2d84/Eduardo-Camavinga,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,21-244,2002,1.9,74,86,86.0,1219,391,30,33,90.9,39,41,95.1,3,7,42.9,0,0.1,0.2,-0.1,2,15,0,12,2,https://fbref.com/en/players/7b9c2d84/matchlogs/2024/passing/Eduardo-Camavinga-Match-Logs,,,,
65,Andrea Cambiaso,https://fbref.com/en/players/247ed022/Andrea-Cambiaso,"FW,DF",it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,24-142,2000,0.8,38,48,556,91,25,24,17,3,13,0.1,1,1,1,1,0,,,,,0,0.0,0.0,0,https://fbref.com/en/players/247ed022/matchlogs/2024/passing/Andrea-Cambiaso-Match-Logs,79.2,96.0,76.5,33.3
66,Emre Can,https://fbref.com/en/players/a65ce836/Emre-Can,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,30-181,1994,1.1,65,70,1086,221,35,33,24,8,23,0.1,1,8,4,4,0,,,,,0,0.0,0.0,0,https://fbref.com/en/players/a65ce836/matchlogs/2024/passing/Emre-Can-Match-Logs,92.9,94.3,95.8,100.0
67,João Cancelo,https://fbref.com/en/players/bd6351cd/Joao-Cancelo,"DF,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,30-045,1994,3.8,224,259,86.5,3679,899,118,126,93.7,91,101,90.1,14,25,56.0,0,0.4,0.9,-0.4,4,19,36,1,9,https://fbref.com/en/players/bd6351cd/matchlogs/2024/passing/Joao-Cancelo-Match-Logs,,,,
