right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,left href 3,right 20,right 21,right 22
280,Luka Modrić,https://fbref.com/en/players/6025fab1/Luka-Modric,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,38-306,1985,2.6,1.0,4,1,25.0,1.55,0.39,0,0,0.25,0.0,0.02,+0.9,1,1.00,24.1,,,https://fbref.com/en/players/6025fab1/matchlogs/2024/summary/Luka-Modric-Match-Logs,1,0.1,
281,Vasile Mogos,https://fbref.com/en/players/5a8d43dd/Vasile-Mogos,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-254,1992,0.4,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/5a8d43dd/matchlogs/2024/summary/Vasile-Mogos-Match-Logs,0.0,,
282,Álvaro Morata,https://fbref.com/en/players/129af0db/Alvaro-Morata,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,31-262,1992,4.2,1.2,11,4,36.4,2.59,0.94,0,0,0.09,0,,,1,0.25,16.6,-0.2,-0.2,https://fbref.com/en/players/129af0db/matchlogs/2024/summary/Alvaro-Morata-Match-Logs,1.2,0.11,
283,Lewis Morgan,https://fbref.com/en/players/b675e328/Lewis-Morgan,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-285,1996,1,0,,,,0.00,0.00,0.0,0,,0,0,0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/b675e328/matchlogs/2024/summary/Lewis-Morgan-Match-Logs,0.0,45.00,16.5
284,Ernest Muçi,https://fbref.com/en/players/1f1229a9/Ernest-Muci,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,23-114,2001,0.2,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/1f1229a9/matchlogs/2024/summary/Ernest-Muci-Match-Logs,0.0,,
285,Mykhailo Mudryk,https://fbref.com/en/players/049a888d/Mykhailo-Mudryk,"FW,MF",ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,23-188,2001,1.9,0,6,2,33.3,3.10,1.03,0.00,0.00,19.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,https://fbref.com/en/players/049a888d/matchlogs/2024/summary/Mykhailo-Mudryk-Match-Logs,,,
286,Mert Müldür,https://fbref.com/en/players/1295552e/Mert-Muldur,"DF,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,25-099,1999,3.8,0.6,3,2,66.7,0.78,0.52,0,0,0.33,0,,+0.4,1,0.50,17.4,+0.4,,https://fbref.com/en/players/1295552e/matchlogs/2024/summary/Mert-Muldur-Match-Logs,0.6,0.18,
287,Thomas Müller,https://fbref.com/en/players/3c6089ab/Thomas-Muller,"MF,FW",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,34-302,1989,0.6,0,1,0.4,,0.00,0.00,0,0,,0,0,,0.4,0.0,,-0.4,-0.4,https://fbref.com/en/players/3c6089ab/matchlogs/2024/summary/Thomas-Muller-Match-Logs,,1.55,7.7
288,Jamal Musiala,https://fbref.com/en/players/2c0558b8/Jamal-Musiala,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,21-136,2003,4.7,1.0,10,4,40.0,2.15,0.86,0,0,0.30,0,,+2.0,3,0.75,18.6,+2.0,,https://fbref.com/en/players/2c0558b8/matchlogs/2024/summary/Jamal-Musiala-Match-Logs,1.0,0.10,
289,Phillipp Mwene,https://fbref.com/en/players/2ff76adc/Phillipp-Mwene,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,30-164,1994,2.2,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/2ff76adc/matchlogs/2024/summary/Phillipp-Mwene-Match-Logs,0,,
290,Vitaliy Mykolenko,https://fbref.com/en/players/30d4a2e5/Vitaliy-Mykolenko,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,25-043,1999,0.6,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/30d4a2e5/matchlogs/2024/summary/Vitaliy-Mykolenko-Match-Logs,0.0,,
291,Joakim Mæhle,https://fbref.com/en/players/c459a650/Joakim-Maehle,"DF,MF",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,27-052,1997,3.1,0,1,0.32,0.1,0.00,,0,0.00,,0,0,0,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/c459a650/matchlogs/2024/summary/Joakim-Maehle-Match-Logs,,11.2,0.12
292,Nacho,https://fbref.com/en/players/2946f9a1/Nacho,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,34-175,1990,2.8,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/2946f9a1/matchlogs/2024/summary/Nacho-Match-Logs,0,,
293,Ádám Nagy,https://fbref.com/en/players/788b31e2/Adam-Nagy,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,29-024,1995,1.8,0,1,0.57,,0.00,,0,0.00,,0,0,0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/788b31e2/matchlogs/2024/summary/Adam-Nagy-Match-Logs,0.0,30.2,0.02
294,Zsolt Nagy,https://fbref.com/en/players/b415bfe3/Zsolt-Nagy,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-047,1993,0.2,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/b415bfe3/matchlogs/2024/summary/Zsolt-Nagy-Match-Logs,0.0,,
295,Jesús Navas,https://fbref.com/en/players/3f10bd22/Jesus-Navas,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,38-233,1985,1.7,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/3f10bd22/matchlogs/2024/summary/Jesus-Navas-Match-Logs,0,,
296,Dan Ndoye,https://fbref.com/en/players/8e697a8f/Dan-Ndoye,"MF,DF",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,23-260,2000,4.5,1.6,14,2,14.3,3.10,0.44,0,0,0.07,0,,,1,0.50,16.1,-0.6,-0.6,https://fbref.com/en/players/8e697a8f/matchlogs/2024/summary/Dan-Ndoye-Match-Logs,1.6,0.11,
297,Pedro Neto,https://fbref.com/en/players/7ba2eaa9/Pedro-Neto,"DF,FW",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-124,2000,1.3,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/7ba2eaa9/matchlogs/2024/summary/Pedro-Neto-Match-Logs,0.0,,
298,Manuel Neuer,https://fbref.com/en/players/8778c910/Manuel-Neuer,GK,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,38-106,1986,5.3,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/8778c910/matchlogs/2024/summary/Manuel-Neuer-Match-Logs,0,,
299,João Neves,https://fbref.com/en/players/c2a15a27/Joao-Neves,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,19-288,2004,0.9,0,1,0.1,,0.00,0.00,0,0,,0,0,,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/c2a15a27/matchlogs/2024/summary/Joao-Neves-Match-Logs,,1.17,21.4
300,Rúben Neves,https://fbref.com/en/players/44bfb6c5/Ruben-Neves,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,27-120,1997,1.4,0,2,30.8,0.1,0.03,,0,0.0,,0.00,0,0,0.1,0.00,0,-0.1,-0.1,https://fbref.com/en/players/44bfb6c5/matchlogs/2024/summary/Ruben-Neves-Match-Logs,,1.44,
301,Florin Niță,https://fbref.com/en/players/a9a3b55d/Florin-Nita,GK,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,37-008,1987,4.0,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/a9a3b55d/matchlogs/2024/summary/Florin-Nita-Match-Logs,0,,
302,Matheus Nunes,https://fbref.com/en/players/e6af02e0/Matheus-Nunes,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,25-319,1998,0.2,0,1,0.3,,0.00,0.00,0,0,,0,0,,0.3,0.0,,-0.3,-0.3,https://fbref.com/en/players/e6af02e0/matchlogs/2024/summary/Matheus-Nunes-Match-Logs,,5.00,9.5
303,Christian Nørgaard,https://fbref.com/en/players/df0a4c90/Christian-Norgaard,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,30-123,1994,0.4,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/df0a4c90/matchlogs/2024/summary/Christian-Norgaard-Match-Logs,0.0,,
304,Adam Obert,https://fbref.com/en/players/aa25ce92/Adam-Obert,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,21-323,2002,0.3,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/aa25ce92/matchlogs/2024/summary/Adam-Obert-Match-Logs,0.0,,
305,Jan Oblak,https://fbref.com/en/players/ee8508c0/Jan-Oblak,GK,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,31-186,1993,4.3,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/ee8508c0/matchlogs/2024/summary/Jan-Oblak-Match-Logs,0,,
306,Darius Olaru,https://fbref.com/en/players/9a129e64/Darius-Olaru,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,26-130,1998,0.3,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/9a129e64/matchlogs/2024/summary/Darius-Olaru-Match-Logs,0.0,,
307,Dani Olmo,https://fbref.com/en/players/ae44e8e2/Dani-Olmo,"MF,FW",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,26-065,1998,3.8,1.1,15,6,40.0,3.95,1.58,0,0,0.20,0,,+1.9,3,0.50,21.4,+1.9,,https://fbref.com/en/players/ae44e8e2/matchlogs/2024/summary/Dani-Olmo-Match-Logs,1.1,0.08,
308,Amadou Onana,https://fbref.com/en/players/828657ff/Amadou-Onana,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,22-330,2001,4.0,0,3,1,33.3,0.75,0.25,0.00,0.00,16.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,https://fbref.com/en/players/828657ff/matchlogs/2024/summary/Amadou-Onana-Match-Logs,,,
309,Loïs Openda,https://fbref.com/en/players/8652a85c/Lois-Openda,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,24-146,2000,0.8,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/8652a85c/matchlogs/2024/summary/Lois-Openda-Match-Logs,0.0,,
310,Willi Orban,https://fbref.com/en/players/20030c06/Willi-Orban,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-251,1992,3.0,0,3,1,33.3,1.00,0.33,0.00,0.00,7.8,0,0,0,0.6,0.6,0.20,-0.6,-0.6,https://fbref.com/en/players/20030c06/matchlogs/2024/summary/Willi-Orban-Match-Logs,,,
311,Mikel Oyarzabal,https://fbref.com/en/players/8c3c640c/Mikel-Oyarzabal,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,27-081,1997,2.0,0,4,1,25.0,2.02,0.51,0.00,0.00,21.2,0,0,0,0.5,0.5,0.12,-0.5,-0.5,https://fbref.com/en/players/8c3c640c/matchlogs/2024/summary/Mikel-Oyarzabal-Match-Logs,,,
312,Salih Özcan,https://fbref.com/en/players/15413fa5/Salih-Ozcan,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,26-182,1998,1.7,0,1,0.58,,0.00,,0,0.00,,0,0,0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/15413fa5/matchlogs/2024/summary/Salih-Ozcan-Match-Logs,0.0,30.4,0.03
313,João Palhinha,https://fbref.com/en/players/a78ff07f/Joao-Palhinha,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,29-002,1995,3.3,0,5,2,40.0,1.51,0.60,0.00,0.00,21.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,https://fbref.com/en/players/a78ff07f/matchlogs/2024/summary/Joao-Palhinha-Match-Logs,,,
314,Cole Palmer,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,"MF,FW",eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,22-066,2002,1.4,0,2,1,50.0,17.2,0.1,0.00,0.00,0.06,0,0,0,0.1,,,-0.1,-0.1,https://fbref.com/en/players/dc7f8a28/matchlogs/2024/summary/Cole-Palmer-Match-Logs,,1.41,0.70
315,Mario Pašalić,https://fbref.com/en/players/e599253a/Mario-Pasalic,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,29-153,1995,1.3,0,3,7.0,0.4,0.12,,0,0.0,,0.00,0,0,0.4,0.00,0,-0.4,-0.4,https://fbref.com/en/players/e599253a/matchlogs/2024/summary/Mario-Pasalic-Match-Logs,,2.33,
316,Strahinja Pavlović,https://fbref.com/en/players/25146df0/Strahinja-Pavlovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,23-048,2001,3.0,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/25146df0/matchlogs/2024/summary/Strahinja-Pavlovic-Match-Logs,0,,
317,Pedri,https://fbref.com/en/players/0d9b2d31/Pedri,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,21-229,2002,2.1,0,6,4,66.7,2.90,1.94,0.00,0.00,16.1,0,0,0,1.1,1.1,0.18,-1.1,-1.1,https://fbref.com/en/players/0d9b2d31/matchlogs/2024/summary/Pedri-Match-Logs,,,
318,Peter Pekarík,https://fbref.com/en/players/c18d22f5/Peter-Pekarik,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,37-255,1986,4.2,0,3,0.72,17.8,0.7,0.23,0,0.0,,0.00,0.00,0,0.7,,0,-0.7,-0.7,https://fbref.com/en/players/c18d22f5/matchlogs/2024/summary/Peter-Pekarik-Match-Logs,0,,
319,Lorenzo Pellegrini,https://fbref.com/en/players/4a5a45c7/Lorenzo-Pellegrini,"FW,MF",it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,28-022,1996,2.4,0,7,1,14.3,2.89,0.41,0.00,0.00,17.5,0,0,,0.5,1,0.5,-0.5,-0.5,https://fbref.com/en/players/4a5a45c7/matchlogs/2024/summary/Lorenzo-Pellegrini-Match-Logs,0.08,,
320,Patrick Pentz,https://fbref.com/en/players/0810b6df/Patrick-Pentz,GK,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,27-191,1997,4.0,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/0810b6df/matchlogs/2024/summary/Patrick-Pentz-Match-Logs,0,,
321,Pepe,https://fbref.com/en/players/c906ce0f/Pepe,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,41-136,1983,4.5,0,1,0.22,,0.00,,0,0.00,,0,0,0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/c906ce0f/matchlogs/2024/summary/Pepe-Match-Logs,0.0,10.9,0.03
322,Danilo Pereira,https://fbref.com/en/players/8fd9996f/Danilo-Pereira,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,32-306,1991,1.0,0,1,0.1,,0.00,0.00,0,0,,0,0,,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/8fd9996f/matchlogs/2024/summary/Danilo-Pereira-Match-Logs,,1.00,4.1
323,Ayoze Pérez,https://fbref.com/en/players/819aa8e7/Ayoze-Perez,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,30-348,1993,0.1,0,3,2,66.7,12.5,0.3,0.00,0.00,0.10,0,0,0,0.3,,,-0.3,-0.3,https://fbref.com/en/players/819aa8e7/matchlogs/2024/summary/Ayoze-Perez-Match-Logs,,20.77,13.85
324,Ivan Perišić,https://fbref.com/en/players/6fe90922/Ivan-Perisic,"DF,FW",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,35-160,1989,1.5,0,4,2,50.0,23.3,0.1,0.00,0.00,0.03,0,0,0,0.1,,,-0.1,-0.1,https://fbref.com/en/players/6fe90922/matchlogs/2024/summary/Ivan-Perisic-Match-Logs,,2.59,1.29
325,Bruno Petković,https://fbref.com/en/players/24228180/Bruno-Petkovic,FW,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,29-299,1994,1.0,0,3,14.2,1,0.3,0.10,0,0.0,,0.00,0,0,1.1,0.00,,-1.1,-0.3,https://fbref.com/en/players/24228180/matchlogs/2024/summary/Bruno-Petkovic-Match-Logs,,3.10,
326,Krzysztof Piątek,https://fbref.com/en/players/17f3620a/Krzysztof-Piatek,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,29-010,1995,0.7,0.5,2,1,50.0,0.50,1.00,0,0,16.9,0,,+0.5,1,0.5,0.27,+0.5,,https://fbref.com/en/players/17f3620a/matchlogs/2024/summary/Krzysztof-Piatek-Match-Logs,,3.05,1.53
327,Jordan Pickford,https://fbref.com/en/players/4806ec67/Jordan-Pickford,GK,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-126,1994,6.7,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/4806ec67/matchlogs/2024/summary/Jordan-Pickford-Match-Logs,0,,
328,Jakub Piotrowski,https://fbref.com/en/players/af686bed/Jakub-Piotrowski,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,26-281,1997,0.6,0,2,7.9,0.2,0.08,,0,0.0,,0.00,0,0,0.2,0.00,0,-0.2,-0.2,https://fbref.com/en/players/af686bed/matchlogs/2024/summary/Jakub-Piotrowski-Match-Logs,,3.10,
329,Marin Pongračić,https://fbref.com/en/players/2a6cd437/Marin-Pongracic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,26-304,1997,2.0,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/2a6cd437/matchlogs/2024/summary/Marin-Pongracic-Match-Logs,0,,
330,Ryan Porteous,https://fbref.com/en/players/514725a0/Ryan-Porteous,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,25-108,1999,0.5,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/514725a0/matchlogs/2024/summary/Ryan-Porteous-Match-Logs,0.0,,
331,Stefan Posch,https://fbref.com/en/players/7f609bfc/Stefan-Posch,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,27-058,1997,4.0,0,7,3,42.9,1.75,0.75,0.00,0.00,21.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,https://fbref.com/en/players/7f609bfc/matchlogs/2024/summary/Stefan-Posch-Match-Logs,,,
332,Yussuf Poulsen,https://fbref.com/en/players/d2416c2e/Yussuf-Poulsen,"FW,MF",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,30-026,1994,0.6,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/d2416c2e/matchlogs/2024/summary/Yussuf-Poulsen-Match-Logs,0.0,,
333,Alexander Prass,https://fbref.com/en/players/6637e6a7/Alexander-Prass,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,23-046,2001,1.8,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/6637e6a7/matchlogs/2024/summary/Alexander-Prass-Match-Logs,0,,
334,Lukáš Provod,https://fbref.com/en/players/8f21b7bd/Lukas-Provod,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,27-262,1996,2.6,0.1,3,3,100.0,1.16,1.16,0,0,0.33,0,,+0.9,1,0.33,25.7,+0.9,,https://fbref.com/en/players/8f21b7bd/matchlogs/2024/summary/Lukas-Provod-Match-Logs,0.1,0.04,
335,George Pușcaș,https://fbref.com/en/players/c23c8e0d/George-Puscas,FW,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,28-094,1996,0.4,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/c23c8e0d/matchlogs/2024/summary/George-Puscas-Match-Logs,0.0,,
336,Leopold Querfeld,https://fbref.com/en/players/9fd158d6/Leopold-Querfeld,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,20-204,2003,0.3,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/9fd158d6/matchlogs/2024/summary/Leopold-Querfeld-Match-Logs,0.0,,
337,Adrien Rabiot,https://fbref.com/en/players/8794e251/Adrien-Rabiot,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,29-099,1995,4.1,0,3,0.73,19.9,0.3,0.10,0,0.0,,0.00,0.00,0,0.3,,0,-0.3,-0.3,https://fbref.com/en/players/8794e251/matchlogs/2024/summary/Adrien-Rabiot-Match-Logs,0,,
338,Bogdan Racovitan,https://fbref.com/en/players/f3e2f544/Bogdan-Racovitan,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,24-035,2000,0.6,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/f3e2f544/matchlogs/2024/summary/Bogdan-Racovitan-Match-Logs,0.0,,
339,Predrag Rajković,https://fbref.com/en/players/58ad9383/Predrag-Rajkovic,GK,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,28-254,1995,3.0,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/58ad9383/matchlogs/2024/summary/Predrag-Rajkovic-Match-Logs,0,,
340,Anthony Ralston,https://fbref.com/en/players/56208b05/Anthony-Ralston,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,25-238,1998,2.9,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/56208b05/matchlogs/2024/summary/Anthony-Ralston-Match-Logs,0,,
341,Ylber Ramadani,https://fbref.com/en/players/ef3c876b/Ylber-Ramadani,MF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,28-090,1996,2.9,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/ef3c876b/matchlogs/2024/summary/Ylber-Ramadani-Match-Logs,0,,
342,Gonçalo Ramos,https://fbref.com/en/players/f63cda26/Goncalo-Ramos,FW,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,23-021,2001,0.3,0,1,0.1,,0.00,0.00,0,0,,0,0,,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/f63cda26/matchlogs/2024/summary/Goncalo-Ramos-Match-Logs,,3.60,5.5
343,Giacomo Raspadori,https://fbref.com/en/players/6e058f06/Giacomo-Raspadori,FW,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,24-144,2000,0.9,0,1,1,0.1,0.00,0.00,0,0,,0,,,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/6e058f06/matchlogs/2024/summary/Giacomo-Raspadori-Match-Logs,,1.08,29.3
344,Andrei Ratiu,https://fbref.com/en/players/b1b99435/Andrei-Ratiu,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,26-021,1998,4.0,0,3,3,100.0,0.75,0.75,0.00,0.00,18.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,https://fbref.com/en/players/b1b99435/matchlogs/2024/summary/Andrei-Ratiu-Match-Logs,,,
345,David Raum,https://fbref.com/en/players/7d450ed3/David-Raum,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,26-080,1998,1.8,0,1,0.54,,0.00,,0,0.00,,0,0,0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/7d450ed3/matchlogs/2024/summary/David-Raum-Match-Logs,0.0,27.5,0.03
346,David Raya,https://fbref.com/en/players/98ea5115/David-Raya,GK,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,28-300,1995,1.0,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/98ea5115/matchlogs/2024/summary/David-Raya-Match-Logs,0.0,,
347,Tijjani Reijnders,https://fbref.com/en/players/afb61630/Tijjani-Reijnders,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-348,1998,5.5,0,10,1.81,21.3,0.7,0.07,0,0.0,,0.00,0.00,0,0.7,,0,-0.7,-0.7,https://fbref.com/en/players/afb61630/matchlogs/2024/summary/Tijjani-Reijnders-Match-Logs,0,,
348,Mateo Retegui,https://fbref.com/en/players/e7695e6c/Mateo-Retegui,FW,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,25-073,1999,1.7,0,4,1,25.0,2.37,0.59,0.00,0.00,15.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,https://fbref.com/en/players/e7695e6c/matchlogs/2024/summary/Mateo-Retegui-Match-Logs,,,
349,Declan Rice,https://fbref.com/en/players/1c7012b8/Declan-Rice,MF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,25-179,1999,6.7,0,6,2,33.3,0.90,0.30,0.00,0.00,22.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,https://fbref.com/en/players/1c7012b8/matchlogs/2024/summary/Declan-Rice-Match-Logs,,,
350,Fabian Rieder,https://fbref.com/en/players/c2bd8585/Fabian-Rieder,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,22-146,2002,2.4,0,1,1,0.41,0.41,1,0.00,0,,0,0.0,0.0,0.0,0.00,0.0,,,https://fbref.com/en/players/c2bd8585/matchlogs/2024/summary/Fabian-Rieder-Match-Logs,,100.0,28.1
351,Andrew Robertson,https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,30-122,1994,3.0,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/2e4f5f03/matchlogs/2024/summary/Andrew-Robertson-Match-Logs,0,,
