right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,left href 3
478,Yusuf Yazıcı,https://fbref.com/en/players/f5c8b425/Yusuf-Yazici,"MF,FW",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,27-164,1997,0.6,20,19,1,0,0,0,0,0,0,0,0,0,16,0,0,https://fbref.com/en/players/f5c8b425/matchlogs/2024/passing_types/Yusuf-Yazici-Match-Logs
479,Kenan Yıldız,https://fbref.com/en/players/d8cda243/Kenan-Yildiz,"FW,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,19-068,2005,3.8,110,109,1,0,0,1,2,0,0,0,0,0,92,3,1,https://fbref.com/en/players/d8cda243/matchlogs/2024/passing_types/Kenan-Yildiz-Match-Logs
480,Okay Yokuşlu,https://fbref.com/en/players/e49ce451/Okay-Yokuslu,"MF,DF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,30-124,1994,0.6,28,28,0,0,0,0,0,0,0,0,0,0,26,0,0,https://fbref.com/en/players/e49ce451/matchlogs/2024/passing_types/Okay-Yokuslu-Match-Logs
481,İsmail Yüksek,https://fbref.com/en/players/6c5af908/Ismail-Yuksek,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,25-167,1999,1.7,99,99,1,0,0,0,0,0,0,0,0,0,91,0,0,https://fbref.com/en/players/6c5af908/matchlogs/2024/passing_types/Ismail-Yuksek-Match-Logs
482,Illia Zabarnyi,https://fbref.com/en/players/88968486/Illia-Zabarnyi,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,21-314,2002,3.0,200,192,7,0,0,6,1,0,0,0,0,0,172,1,1,https://fbref.com/en/players/88968486/matchlogs/2024/passing_types/Illia-Zabarnyi-Match-Logs
483,Mattia Zaccagni,https://fbref.com/en/players/d85c238b/Mattia-Zaccagni,"MF,FW",it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,29-025,1995,0.9,38,34,4,0,0,5,2,0,0,30,0,0,2,0,2,https://fbref.com/en/players/d85c238b/matchlogs/2024/passing_types/Mattia-Zaccagni-Match-Logs
484,Denis Zakaria,https://fbref.com/en/players/384d58d9/Denis-Zakaria,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,27-234,1996,0.3,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,https://fbref.com/en/players/384d58d9/matchlogs/2024/passing_types/Denis-Zakaria-Match-Logs
485,Nicola Zalewski,https://fbref.com/en/players/45191c29/Nicola-Zalewski,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,22-170,2002,2.7,100,89,11,0,0,2,10,0,0,0,0,0,73,8,9,https://fbref.com/en/players/45191c29/matchlogs/2024/passing_types/Nicola-Zalewski-Match-Logs
486,Piotr Zieliński,https://fbref.com/en/players/a5296e55/Piotr-Zielinski,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,30-052,1994,2.8,150,136,14,0,0,5,1,0,0,123,3,4,2,6,11,https://fbref.com/en/players/a5296e55/matchlogs/2024/passing_types/Piotr-Zielinski-Match-Logs
487,Oleksandr Zinchenko,https://fbref.com/en/players/51cf8561/Oleksandr-Zinchenko,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-209,1996,2.4,161,146,14,0,0,4,3,1,1,0,1,3,137,7,4,https://fbref.com/en/players/51cf8561/matchlogs/2024/passing_types/Oleksandr-Zinchenko-Match-Logs
488,Joshua Zirkzee,https://fbref.com/en/players/028e70b9/Joshua-Zirkzee,"FW,DF",nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-050,2001,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,https://fbref.com/en/players/028e70b9/matchlogs/2024/passing_types/Joshua-Zirkzee-Match-Logs
489,Andrija Živković,https://fbref.com/en/players/321f83a2/Andrija-Zivkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,28-000,1996,2.7,142,122,20,0,0,2,13,0,0,0,0,0,115,6,20,https://fbref.com/en/players/321f83a2/matchlogs/2024/passing_types/Andrija-Zivkovic-Match-Logs
490,Budu Zivzivadze,https://fbref.com/en/players/e3a72b89/Budu-Zivzivadze,"FW,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,30-123,1994,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,https://fbref.com/en/players/e3a72b89/matchlogs/2024/passing_types/Budu-Zivzivadze-Match-Logs
491,Steven Zuber,https://fbref.com/en/players/b6a6e0a7/Steven-Zuber,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-329,1991,0.9,35,35,1,0,0,1,2,0,0,0,0,0,32,0,0,https://fbref.com/en/players/b6a6e0a7/matchlogs/2024/passing_types/Steven-Zuber-Match-Logs
492,Martín Zubimendi,https://fbref.com/en/players/3ee0dd59/Martin-Zubimendi,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,25-160,1999,1.1,90,89,1,0,0,1,1,0,0,0,0,0,84,0,0,https://fbref.com/en/players/3ee0dd59/matchlogs/2024/passing_types/Martin-Zubimendi-Match-Logs
493,Oleksandr Zubkov,https://fbref.com/en/players/adfbe1f5/Oleksandr-Zubkov,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-343,1996,0.3,10,8,1,0,0,1,1,0,0,0,0,0,6,0,1,https://fbref.com/en/players/adfbe1f5/matchlogs/2024/passing_types/Oleksandr-Zubkov-Match-Logs
