Rk,Player,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off1
1,Amir Abrashi,MF,Albania,33,1990,0,,,,,0,,0,0,,3,,,,,,,,,,,
2,Che Adams,FW,Scotland,27,1996,3,209,70,77.4,2.3,3,70,0,0,,0,0.33,1,4,-3,-1.29,1.66,0.70,2.80,-2.00,-0.88,1.23
3,Michel Aebischer,DF,Switzerland,27,1997,5,476,95,99.2,5.3,5,95,3,0,,0,1.80,8,4,4,0.76,0.76,6.50,4.90,1.60,0.30,-5.09
4,Arlind Ajeti,DF,Albania,30,1993,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,3,5,-2,-0.67,,2.40,5.70,-3.20,-1.07,
5,Manuel Akanji,DF,Switzerland,28,1995,5,480,96,100.0,5.3,5,96,5,0,,0,1.80,8,4,4,0.75,,6.70,4.90,1.80,0.37,0.37
6,Samet Akaydın,DF,Türkiye,29,1994,4,335,84,74.4,3.7,4,84,2,0,,0,1.50,6,7,-1,-0.27,-1.05,5.70,5.60,0.20,0.04,1.45
7,Nathan Aké,DF,Netherlands,28,1995,6,470,78,87.0,5.2,6,78,2,0,,0,1.67,6,6,0,0.00,-3.86,6.60,5.20,1.30,0.25,-0.06
8,Yunus Akgün,FW,Türkiye,23,2000,1,69,69,15.3,0.8,1,69,0,0,,4,0.00,0,3,-3,-3.91,-4.62,0.70,1.60,-0.90,-1.23,-1.07
9,Kerem Aktürkoğlu,"FW,MF",Türkiye,25,1998,5,105,21,23.3,1.2,1,57,0,4,12,0,1.80,2,3,-1,-0.86,-1.12,2.80,3.00,-0.20,-0.21,0.15
10,Trent Alexander-Arnold,"MF,DF",England,25,1998,4,134,34,19.4,1.5,2,61,0,2,7,3,1.50,2,1,1,0.67,0.51,0.90,0.60,0.30,0.19,0.43
11,Denis Alibec,FW,Romania,33,1991,2,29,15,8.1,0.3,0,,0,2,15,2,0.00,0,2,-2,-6.21,-6.21,0.40,1.40,-1.00,-3.14,-2.70
12,Naser Aliji,"DF,MF",Albania,30,1993,0,,,,,0,,0,0,,3,,,,,,,,,,,
13,Barış Alper Yılmaz,FW,Türkiye,23,2000,5,450,90,100.0,5.0,5,90,5,0,,0,1.80,8,8,0,0.00,,7.30,8.90,-1.60,-0.32,
14,Sandro Altunashvili,MF,Georgia,26,1997,2,52,26,14.4,0.6,0,,0,2,26,2,0.00,0,4,-4,-6.92,-7.22,0.40,3.00,-2.60,-4.51,-3.24
15,Zeki Amdouni,"MF,FW",Switzerland,23,2000,4,57,14,11.9,0.6,0,,0,4,14,1,1.50,1,1,0,0.00,-0.85,1.40,0.90,0.50,0.85,0.58
16,Joachim Andersen,DF,Denmark,27,1996,4,360,90,100.0,4.0,4,90,4,0,,0,0.75,2,4,-2,-0.50,,4.30,4.80,-0.50,-0.12,
17,Robert Andrich,MF,Germany,29,1994,5,318,64,66.3,3.5,4,61,0,1,75,0,2.00,7,3,4,1.13,-0.53,6.60,3.50,3.10,0.98,-0.06
18,Waldemar Anton,DF,Germany,27,1996,2,33,17,6.9,0.4,0,,0,2,17,3,1.50,0,1,-1,-2.73,-4.34,1.00,0.90,0.00,0.55,-0.45
19,Alphonse Areola,GK,France,30,1993,0,,,,,0,,0,0,,6,,,,,,,,,,,
20,Stuart Armstrong,MF,Scotland,31,1992,1,15,15,5.6,0.2,0,,0,1,15,2,0.00,0,1,-1,-6.00,-4.59,0.10,0.80,-0.70,-3.96,-2.96
21,Marko Arnautović,FW,Austria,34,1989,4,279,70,77.5,3.1,3,82,1,1,32,0,1.50,6,5,1,0.32,0.32,5.80,5.00,0.80,0.25,0.38
22,Jasir Asani,FW,Albania,28,1995,3,210,70,77.8,2.3,3,70,0,0,,0,0.33,2,3,-1,-0.43,1.07,1.40,4.30,-2.80,-1.22,-0.64
23,Kristjan Asllani,MF,Albania,21,2002,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,3,5,-2,-0.67,,2.40,5.70,-3.20,-1.07,
24,Kaan Ayhan,"MF,DF",Türkiye,29,1994,5,358,72,79.6,4.0,4,78,1,1,45,0,1.80,7,8,-1,-0.25,-1.23,5.80,7.70,-1.90,-0.47,-0.74
25,Srđan Babić,DF,Serbia,27,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,
26,Alex Baena,"MF,FW",Spain,22,2001,2,27,14,4.1,0.3,0,,0,2,14,5,3.00,0,0,0,0.00,-1.56,0.40,0.20,0.20,0.52,-0.33
27,Alexander Bah,"DF,MF",Denmark,26,1997,4,281,70,78.1,3.1,3,82,1,1,34,0,0.75,1,3,-2,-0.64,-0.64,3.90,3.50,0.40,0.12,1.09
28,Nedim Bajrami,"FW,MF",Albania,24,1999,3,245,82,90.7,2.7,3,82,1,0,,0,0.33,3,5,-2,-0.73,-0.73,1.90,5.40,-3.50,-1.28,-2.20
29,Johan Bakayoko,"FW,DF",Belgium,20,2003,2,48,24,13.3,0.5,0,,0,2,24,2,0.50,0,0,0,0.00,0.00,1.10,0.60,0.50,0.98,0.81
30,Jure Balkovec,DF,Slovenia,29,1994,2,121,61,31.0,1.3,1,120,1,1,1,2,1.00,0,0,0,0.00,0.00,0.60,2.00,-1.40,-1.41,-0.98
31,Iván Balliu,DF,Albania,32,1992,1,90,90,33.3,1.0,1,90,1,0,,2,0.00,0,1,-1,-1.00,-0.50,0.50,1.50,-1.00,-1.02,0.07
32,Botond Balogh,DF,Hungary,21,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
33,Nicușor Bancu,DF,Romania,31,1992,3,270,90,75.0,3.0,3,90,3,0,,0,1.33,4,3,1,0.33,3.33,3.20,3.30,-0.10,-0.04,2.48
34,Antonín Barák,MF,Czechia,29,1994,3,41,14,15.2,0.5,1,19,0,2,11,0,0.33,0,1,-1,-2.20,-1.80,0.50,1.00,-0.40,-0.96,-1.42
35,Bradley Barcola,"FW,MF",France,21,2002,3,103,34,18.1,1.1,1,60,0,2,22,3,0.67,1,0,1,0.87,0.87,2.60,0.50,2.10,2.14,1.82
36,Abdülkerim Bardakcı,DF,Türkiye,29,1994,4,360,90,80.0,4.0,4,90,4,0,,0,1.50,6,7,-1,-0.25,-1.25,5.90,7.30,-1.40,-0.35,-0.11
37,Nicolò Barella,MF,Italy,26,1997,4,332,83,92.2,3.7,4,83,2,0,,0,1.00,3,5,-2,-0.54,-0.54,2.70,4.50,-1.80,-0.48,-1.75
38,Alessandro Bastoni,DF,Italy,24,1999,4,360,90,100.0,4.0,4,90,4,0,,0,1.00,3,5,-2,-0.50,,3.30,4.70,-1.40,-0.35,
39,Martin Baturina,FW,Croatia,20,2003,1,7,7,2.6,0.1,0,,0,1,7,2,1.00,0,1,-1,-12.86,-12.17,0.20,0.50,-0.20,-3.18,-3.72
40,Oliver Baumann,GK,Germany,33,1990,0,,,,,0,,0,0,,5,,,,,,,,,,,
41,Christoph Baumgartner,"MF,FW",Austria,24,1999,4,289,72,80.3,3.2,3,87,2,1,29,0,1.50,5,5,0,0.00,-1.27,5.70,4.40,1.30,0.40,1.19
42,Altay Bayındır,GK,Türkiye,25,1998,1,90,90,20.0,1.0,1,90,1,0,,4,0.00,0,3,-3,-3.00,-3.75,0.70,1.90,-1.10,-1.15,-1.03
43,Jan Bednarek,DF,Poland,27,1996,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,3,6,-3,-1.00,,4.10,5.90,-1.80,-0.60,
44,Maximilian Beier,FW,Germany,21,2002,1,26,26,5.4,0.3,0,,0,1,26,4,1.00,1,0,1,3.46,2.27,0.80,0.10,0.70,2.41,1.49
45,Vid Belec,GK,Slovenia,33,1990,0,,,,,0,,0,0,,4,,,,,,,,,,,
46,Raoul Bellanova,"DF,MF",Italy,23,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,
47,Jude Bellingham,"MF,FW",England,20,2003,7,670,96,97.1,7.4,7,96,5,0,,0,1.71,8,6,2,0.27,0.27,5.90,6.90,-1.00,-0.13,0.28
48,László Bénes,MF,Slovakia,26,1997,2,71,36,18.2,0.8,0,,0,2,36,2,0.00,0,3,-3,-3.80,-4.37,1.20,0.90,0.30,0.68,1.11
49,Bartosz Bereszyński,DF,Poland,31,1992,1,5,5,1.9,0.1,0,,0,1,5,2,0.00,0,0,0,0.00,1.02,0.40,0.00,0.40,6.74,7.47
50,Steven Bergwijn,FW,Netherlands,26,1997,2,90,45,16.7,1.0,2,45,0,0,,4,3.00,1,1,0,0.00,-0.60,0.90,0.80,0.10,0.10,-0.19
51,Etrit Berisha,GK,Albania,34,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,
52,Medon Berisha,MF,Albania,20,2003,1,21,21,7.8,0.2,0,,0,1,21,2,0.00,0,0,0,0.00,0.72,0.20,0.20,0.00,-0.01,1.15
53,Victor Bernth Kristiansen,"DF,MF",Denmark,21,2002,4,156,39,43.3,1.7,2,67,0,2,12,0,0.75,2,2,0,0.00,0.88,2.00,2.00,0.10,0.03,0.27
54,Matúš Bero,"MF,DF",Slovakia,28,1995,2,41,21,10.5,0.5,0,,0,2,21,2,0.50,0,2,-2,-4.39,-4.65,1.00,0.50,0.50,3.69,4.12
55,Justin Bijlow,GK,Netherlands,26,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,
56,Jaka Bijol,DF,Slovenia,24,1999,4,390,98,100.0,4.3,4,98,4,0,,0,1.00,2,2,0,0.00,,3.20,6.10,-2.90,-0.71,-0.71
57,Daniel Birligea,FW,Romania,23,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,
58,Veljko Birmančević,DF,Serbia,25,1998,2,26,13,9.6,0.3,0,,0,2,13,1,0.50,1,0,1,3.46,4.20,0.40,0.20,0.20,0.79,1.05
59,Miha Blažič,DF,Slovenia,30,1993,0,,,,,0,,0,0,,4,,,,,,,,,,,
60,Daley Blind,FW,Netherlands,33,1990,1,1,1,0.2,0.0,0,,0,1,1,5,3.00,1,0,1,90.00,89.67,0.40,0.00,0.40,33.34,33.14
61,Bendegúz Bolla,DF,Hungary,24,1999,3,204,68,75.6,2.3,2,80,0,1,45,0,1.00,1,3,-2,-0.88,0.48,2.20,2.20,0.00,0.00,0.30
62,Valerii Bondar,DF,Ukraine,24,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
63,Endre Botka,DF,Hungary,29,1994,1,90,90,33.3,1.0,1,90,1,0,,2,3.00,1,0,1,1.00,3.00,1.20,0.20,1.10,1.05,1.69
64,Jarrod Bowen,FW,England,27,1996,2,37,19,5.4,0.4,0,,0,2,19,5,2.00,0,0,0,0.00,-0.28,0.40,0.60,-0.20,-0.51,-0.37
65,Róbert Boženík,FW,Slovakia,24,1999,4,208,52,53.3,2.3,2,64,0,2,40,0,1.00,2,3,-1,-0.43,-0.43,2.00,3.60,-1.50,-0.77,-0.84
66,Volodymyr Brazhko,MF,Ukraine,22,2002,3,182,61,67.4,2.0,2,77,0,1,29,0,1.33,2,1,1,0.49,3.56,2.20,1.40,0.90,0.43,1.09
67,David Brekalo,MF,Slovenia,25,1998,2,2,1,0.5,0.0,0,,0,2,1,2,1.00,0,1,-1,-45.00,-45.23,0.00,0.20,-0.20,-10.78,-10.18
68,Brian Brobbey,FW,Netherlands,21,2002,1,1,1,0.2,0.0,0,,0,1,1,4,0.00,0,0,0,0.00,-0.50,0.00,0.00,0.00,0.00,-0.26
69,Armando Broja,FW,Albania,22,2001,2,108,54,40.0,1.2,1,76,0,1,32,1,0.00,1,2,-1,-0.83,-0.28,0.70,1.80,-1.10,-0.92,0.26
